#-----------------------------------------------------------------------------
# Date d'extraction : 23/06/2026 - 11h37 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORTX35;NORTR;
#-----------------------------------------------------------------------------
6656;44.8606;3.3989;RCP4.5;H1;0.07;0;
6657;44.8596;3.5001;RCP4.5;H1;0;1;
6658;44.8585;3.6012;RCP4.5;H1;0.1;1;
6659;44.8573;3.7024;RCP4.5;H1;0.32;0;
6660;44.856;3.8035;RCP4.5;H1;0.03;0;
6661;44.8546;3.9047;RCP4.5;H1;0.1;0;
6662;44.8531;4.0058;RCP4.5;H1;0.12;2;
6663;44.8516;4.1069;RCP4.5;H1;0;1;
6664;44.8499;4.2081;RCP4.5;H1;0;1;
6665;44.8481;4.3092;RCP4.5;H1;0.43;1;
6666;44.8463;4.4103;RCP4.5;H1;0.65;6;
6667;44.8443;4.5114;RCP4.5;H1;2.65;7;
6668;44.8423;4.6125;RCP4.5;H1;5;8;
6669;44.8402;4.7136;RCP4.5;H1;4.51;17;
6670;44.838;4.8147;RCP4.5;H1;6.73;22;
6671;44.8356;4.9158;RCP4.5;H1;5.23;25;
6672;44.8332;5.0168;RCP4.5;H1;4.17;22;
6673;44.8307;5.1179;RCP4.5;H1;2.38;3;
6674;44.8281;5.2189;RCP4.5;H1;1.9;2;
6675;44.8255;5.32;RCP4.5;H1;1.61;2;
6676;44.8227;5.421;RCP4.5;H1;0.07;0;
6677;44.8198;5.522;RCP4.5;H1;0;0;
6678;44.8169;5.623;RCP4.5;H1;1.77;0;
6679;44.8138;5.724;RCP4.5;H1;2.83;1;
6680;44.8107;5.825;RCP4.5;H1;0.07;0;
6681;44.8074;5.926;RCP4.5;H1;0.48;0;
6682;44.8041;6.027;RCP4.5;H1;0.01;0;
6683;44.8007;6.1279;RCP4.5;H1;0;0;
6684;44.7971;6.2289;RCP4.5;H1;0;0;
6685;44.7935;6.3298;RCP4.5;H1;0;0;
6686;44.7898;6.4307;RCP4.5;H1;0;0;
6687;44.786;6.5316;RCP4.5;H1;0;0;
6688;44.7822;6.6325;RCP4.5;H1;0;0;
6689;44.7782;6.7334;RCP4.5;H1;0;0;
6690;44.7741;6.8342;RCP4.5;H1;0;0;
6691;44.77;6.9351;RCP4.5;H1;0;0;
6692;44.7657;7.0359;RCP4.5;H1;0;0;
6753;44.8793;-1.2575;RCP4.5;H1;2.7;9;
6754;44.8825;-1.1564;RCP4.5;H1;2.65;8;
6755;44.8856;-1.0553;RCP4.5;H1;3.2;11;
6756;44.8887;-0.9541;RCP4.5;H1;3.69;9;
6757;44.8917;-0.853;RCP4.5;H1;3.67;9;
6758;44.8945;-0.7519;RCP4.5;H1;3.25;10;
6759;44.8973;-0.6507;RCP4.5;H1;2.75;13;
6760;44.9;-0.5495;RCP4.5;H1;4.26;18;
6761;44.9026;-0.4483;RCP4.5;H1;4.23;18;
6762;44.9051;-0.3472;RCP4.5;H1;4.5;18;
6763;44.9075;-0.246;RCP4.5;H1;4.55;19;
6764;44.9098;-0.1448;RCP4.5;H1;4.3;16;
6765;44.9121;-0.0435;RCP4.5;H1;4.2;15;
6766;44.9142;0.0577;RCP4.5;H1;4.38;13;
6767;44.9162;0.1589;RCP4.5;H1;4.37;13;
6768;44.9182;0.2602;RCP4.5;H1;4.17;12;
6769;44.92;0.3614;RCP4.5;H1;4.33;15;
6770;44.9218;0.4626;RCP4.5;H1;3.9;15;
6771;44.9235;0.5639;RCP4.5;H1;3.7;15;
6772;44.9251;0.6652;RCP4.5;H1;3.67;15;
6773;44.9265;0.7664;RCP4.5;H1;3.4;14;
6774;44.9279;0.8677;RCP4.5;H1;4.12;14;
6775;44.9292;0.969;RCP4.5;H1;5;14;
6776;44.9304;1.0703;RCP4.5;H1;4.65;14;
6777;44.9315;1.1716;RCP4.5;H1;4.68;14;
6778;44.9326;1.2728;RCP4.5;H1;5.06;14;
6779;44.9335;1.3741;RCP4.5;H1;4.85;14;
6780;44.9343;1.4754;RCP4.5;H1;6.06;11;
6781;44.9351;1.5767;RCP4.5;H1;6.07;11;
6782;44.9357;1.678;RCP4.5;H1;6.77;11;
6783;44.9363;1.7794;RCP4.5;H1;6.33;12;
6784;44.9367;1.8807;RCP4.5;H1;6.02;9;
6785;44.9371;1.982;RCP4.5;H1;3.25;13;
6786;44.9374;2.0833;RCP4.5;H1;2.05;9;
6787;44.9376;2.1846;RCP4.5;H1;2.13;9;
6788;44.9377;2.2859;RCP4.5;H1;2.08;5;
6789;44.9377;2.3872;RCP4.5;H1;1.73;5;
6790;44.9376;2.4885;RCP4.5;H1;1.2;4;
6791;44.9374;2.5898;RCP4.5;H1;0.55;4;
6792;44.9371;2.6911;RCP4.5;H1;0.33;1;
6793;44.9368;2.7925;RCP4.5;H1;0.18;1;
6794;44.9363;2.8938;RCP4.5;H1;0.23;0;
6795;44.9357;2.9951;RCP4.5;H1;0.56;0;
6796;44.9351;3.0964;RCP4.5;H1;1.67;0;
6797;44.9343;3.1977;RCP4.5;H1;1.5;0;
6798;44.9335;3.299;RCP4.5;H1;0.42;0;
6799;44.9326;3.4003;RCP4.5;H1;0.01;0;
6800;44.9316;3.5016;RCP4.5;H1;0.23;0;
6801;44.9304;3.6028;RCP4.5;H1;0.53;0;
6802;44.9292;3.7041;RCP4.5;H1;0.15;0;
6803;44.9279;3.8054;RCP4.5;H1;0.01;0;
6804;44.9266;3.9067;RCP4.5;H1;0.55;0;
6805;44.9251;4.0079;RCP4.5;H1;0.12;1;
6806;44.9235;4.1092;RCP4.5;H1;0;1;
6807;44.9218;4.2105;RCP4.5;H1;0;0;
6808;44.9201;4.3117;RCP4.5;H1;0.7;5;
6809;44.9182;4.413;RCP4.5;H1;1.9;6;
6810;44.9163;4.5142;RCP4.5;H1;2.17;6;
6811;44.9142;4.6154;RCP4.5;H1;1.92;17;
6812;44.9121;4.7167;RCP4.5;H1;2.42;18;
6813;44.9099;4.8179;RCP4.5;H1;5.21;18;
6814;44.9076;4.9191;RCP4.5;H1;5.46;25;
6815;44.9051;5.0203;RCP4.5;H1;4.7;22;
6816;44.9026;5.1215;RCP4.5;H1;4.42;3;
6817;44.9;5.2226;RCP4.5;H1;0.24;1;
6818;44.8974;5.3238;RCP4.5;H1;0.01;0;
6819;44.8946;5.425;RCP4.5;H1;0.03;0;
6820;44.8917;5.5261;RCP4.5;H1;0;0;
6821;44.8887;5.6273;RCP4.5;H1;1.56;0;
6822;44.8857;5.7284;RCP4.5;H1;2.1;0;
6823;44.8825;5.8295;RCP4.5;H1;2.42;0;
6824;44.8793;5.9306;RCP4.5;H1;0;0;
6825;44.876;6.0317;RCP4.5;H1;0;0;
6826;44.8725;6.1328;RCP4.5;H1;0;0;
6827;44.869;6.2339;RCP4.5;H1;0;0;
6828;44.8654;6.3349;RCP4.5;H1;0;0;
6829;44.8617;6.436;RCP4.5;H1;0;0;
6830;44.8579;6.537;RCP4.5;H1;0;0;
6831;44.854;6.638;RCP4.5;H1;0;0;
6832;44.85;6.739;RCP4.5;H1;0;0;
6833;44.846;6.84;RCP4.5;H1;0;0;
6834;44.8418;6.941;RCP4.5;H1;0;0;
6835;44.8375;7.0419;RCP4.5;H1;0;0;
6897;44.9544;-1.1609;RCP4.5;H1;2.79;9;
6898;44.9575;-1.0597;RCP4.5;H1;3.48;11;
6899;44.9606;-0.9584;RCP4.5;H1;3.69;10;
6900;44.9636;-0.8571;RCP4.5;H1;3.67;9;
6901;44.9664;-0.7558;RCP4.5;H1;2.29;10;
6902;44.9692;-0.6546;RCP4.5;H1;2.49;12;
6903;44.9719;-0.5533;RCP4.5;H1;2.56;13;
6904;44.9745;-0.4519;RCP4.5;H1;4.63;19;
6905;44.977;-0.3506;RCP4.5;H1;4.44;17;
6906;44.9794;-0.2493;RCP4.5;H1;4.49;17;
6907;44.9818;-0.148;RCP4.5;H1;4.43;17;
6908;44.984;-0.0466;RCP4.5;H1;4.19;16;
6909;44.9861;0.0547;RCP4.5;H1;4.45;13;
6910;44.9882;0.1561;RCP4.5;H1;4.29;13;
6911;44.9901;0.2575;RCP4.5;H1;3.99;13;
6912;44.992;0.3588;RCP4.5;H1;3.92;15;
6913;44.9937;0.4602;RCP4.5;H1;3.58;15;
6914;44.9954;0.5616;RCP4.5;H1;3.28;14;
6915;44.997;0.663;RCP4.5;H1;3.13;14;
6916;44.9985;0.7644;RCP4.5;H1;3.29;15;
6917;44.9999;0.8658;RCP4.5;H1;3.65;14;
6918;45.0012;0.9672;RCP4.5;H1;3.82;15;
6919;45.0024;1.0686;RCP4.5;H1;4.65;15;
6920;45.0035;1.1701;RCP4.5;H1;5.13;14;
6921;45.0045;1.2715;RCP4.5;H1;4.77;15;
6922;45.0055;1.3729;RCP4.5;H1;4.5;15;
6923;45.0063;1.4743;RCP4.5;H1;5.52;11;
6924;45.007;1.5758;RCP4.5;H1;5.81;11;
6925;45.0077;1.6772;RCP4.5;H1;6.55;12;
6926;45.0082;1.7786;RCP4.5;H1;4.01;10;
6927;45.0087;1.8801;RCP4.5;H1;3.82;7;
6928;45.0091;1.9815;RCP4.5;H1;2.31;6;
6929;45.0094;2.083;RCP4.5;H1;2.22;6;
6930;45.0095;2.1844;RCP4.5;H1;1.71;5;
6931;45.0096;2.2858;RCP4.5;H1;1.79;5;
6932;45.0096;2.3873;RCP4.5;H1;0.83;5;
6933;45.0095;2.4887;RCP4.5;H1;0.83;1;
6934;45.0094;2.5902;RCP4.5;H1;0.22;1;
6935;45.0091;2.6916;RCP4.5;H1;0;0;
6936;45.0087;2.793;RCP4.5;H1;0;0;
6937;45.0082;2.8945;RCP4.5;H1;0.01;0;
6938;45.0077;2.9959;RCP4.5;H1;0.15;0;
6939;45.007;3.0974;RCP4.5;H1;1.17;0;
6940;45.0063;3.1988;RCP4.5;H1;1.6;0;
6941;45.0055;3.3002;RCP4.5;H1;0;0;
6942;45.0045;3.4016;RCP4.5;H1;0.09;0;
6943;45.0035;3.5031;RCP4.5;H1;0.79;0;
6944;45.0024;3.6045;RCP4.5;H1;0.85;1;
6945;45.0012;3.7059;RCP4.5;H1;0.09;0;
6946;44.9999;3.8073;RCP4.5;H1;0.4;0;
6947;44.9985;3.9087;RCP4.5;H1;1.35;2;
6948;44.997;4.0101;RCP4.5;H1;0.97;0;
6949;44.9954;4.1115;RCP4.5;H1;0;1;
6950;44.9938;4.2129;RCP4.5;H1;0;1;
6951;44.992;4.3143;RCP4.5;H1;0.12;1;
6952;44.9901;4.4156;RCP4.5;H1;0.13;1;
6953;44.9882;4.517;RCP4.5;H1;2.13;17;
6954;44.9862;4.6184;RCP4.5;H1;2.69;18;
6955;44.984;4.7197;RCP4.5;H1;2.81;17;
6956;44.9818;4.8211;RCP4.5;H1;4.12;16;
6957;44.9795;4.9224;RCP4.5;H1;5.38;24;
6958;44.9771;5.0237;RCP4.5;H1;4.85;22;
6959;44.9746;5.1251;RCP4.5;H1;3.27;18;
6960;44.972;5.2264;RCP4.5;H1;2.38;2;
6961;44.9693;5.3277;RCP4.5;H1;0.3;1;
6962;44.9665;5.429;RCP4.5;H1;0.27;1;
6963;44.9636;5.5302;RCP4.5;H1;0;0;
6964;44.9606;5.6315;RCP4.5;H1;2.3;0;
6965;44.9576;5.7328;RCP4.5;H1;1;0;
6966;44.9544;5.834;RCP4.5;H1;0;0;
6967;44.9512;5.9352;RCP4.5;H1;0;0;
6968;44.9478;6.0365;RCP4.5;H1;0;0;
6969;44.9444;6.1377;RCP4.5;H1;0;0;
6970;44.9409;6.2389;RCP4.5;H1;0;0;
6971;44.9373;6.3401;RCP4.5;H1;0;0;
6972;44.9336;6.4412;RCP4.5;H1;0;0;
6973;44.9298;6.5424;RCP4.5;H1;0;0;
6974;44.9259;6.6435;RCP4.5;H1;0;0;
6975;44.9219;6.7447;RCP4.5;H1;0;0;
6976;44.9178;6.8458;RCP4.5;H1;0;0;
7040;45.0263;-1.1654;RCP4.5;H1;2.77;9;
7041;45.0294;-1.064;RCP4.5;H1;3.51;12;
7042;45.0325;-0.9626;RCP4.5;H1;3.67;10;
7043;45.0355;-0.8612;RCP4.5;H1;3.25;10;
7044;45.0384;-0.7598;RCP4.5;H1;2.6;11;
7045;45.0411;-0.6584;RCP4.5;H1;2.58;13;
7046;45.0438;-0.557;RCP4.5;H1;2.8;13;
7047;45.0464;-0.4555;RCP4.5;H1;4.35;17;
7048;45.0489;-0.3541;RCP4.5;H1;4.27;16;
7049;45.0514;-0.2526;RCP4.5;H1;4.29;16;
7050;45.0537;-0.1512;RCP4.5;H1;4.52;17;
7051;45.0559;-0.0497;RCP4.5;H1;4.31;16;
7052;45.0581;0.0518;RCP4.5;H1;4;15;
7053;45.0601;0.1533;RCP4.5;H1;4.05;12;
7054;45.0621;0.2548;RCP4.5;H1;4.05;13;
7055;45.0639;0.3563;RCP4.5;H1;3.92;12;
7056;45.0657;0.4578;RCP4.5;H1;3.82;15;
7057;45.0674;0.5593;RCP4.5;H1;3.55;14;
7058;45.0689;0.6608;RCP4.5;H1;3.21;14;
7059;45.0704;0.7624;RCP4.5;H1;3.62;14;
7060;45.0718;0.8639;RCP4.5;H1;3.6;14;
7061;45.0731;0.9655;RCP4.5;H1;3.55;15;
7062;45.0743;1.067;RCP4.5;H1;3.75;15;
7063;45.0755;1.1685;RCP4.5;H1;4.71;14;
7064;45.0765;1.2701;RCP4.5;H1;4.04;12;
7065;45.0774;1.3717;RCP4.5;H1;4.63;14;
7066;45.0782;1.4732;RCP4.5;H1;5.92;11;
7067;45.079;1.5748;RCP4.5;H1;4.02;10;
7068;45.0796;1.6763;RCP4.5;H1;3.37;9;
7069;45.0802;1.7779;RCP4.5;H1;2.69;9;
7070;45.0807;1.8795;RCP4.5;H1;3.13;8;
7071;45.081;1.981;RCP4.5;H1;3.38;7;
7072;45.0813;2.0826;RCP4.5;H1;2.51;6;
7073;45.0815;2.1842;RCP4.5;H1;1.83;6;
7074;45.0816;2.2858;RCP4.5;H1;1.73;5;
7075;45.0816;2.3873;RCP4.5;H1;0.73;5;
7076;45.0815;2.4889;RCP4.5;H1;0.74;1;
7077;45.0813;2.5905;RCP4.5;H1;0;0;
7078;45.081;2.6921;RCP4.5;H1;0;0;
7079;45.0807;2.7936;RCP4.5;H1;0;0;
7080;45.0802;2.8952;RCP4.5;H1;0.01;0;
7081;45.0796;2.9968;RCP4.5;H1;0.37;0;
7082;45.079;3.0983;RCP4.5;H1;0.45;0;
7083;45.0783;3.1999;RCP4.5;H1;0.15;0;
7084;45.0774;3.3015;RCP4.5;H1;0.42;0;
7085;45.0765;3.403;RCP4.5;H1;1.1;0;
7086;45.0755;3.5046;RCP4.5;H1;3.63;1;
7087;45.0744;3.6061;RCP4.5;H1;0.7;0;
7088;45.0731;3.7077;RCP4.5;H1;0.13;0;
7089;45.0718;3.8092;RCP4.5;H1;1.35;0;
7090;45.0704;3.9107;RCP4.5;H1;1.8;2;
7091;45.069;4.0123;RCP4.5;H1;1.19;0;
7092;45.0674;4.1138;RCP4.5;H1;0;1;
7093;45.0657;4.2153;RCP4.5;H1;0.01;1;
7094;45.0639;4.3168;RCP4.5;H1;0.07;1;
7095;45.0621;4.4183;RCP4.5;H1;0.1;1;
7096;45.0601;4.5198;RCP4.5;H1;0.73;13;
7097;45.0581;4.6213;RCP4.5;H1;2.55;17;
7098;45.0559;4.7228;RCP4.5;H1;3.96;16;
7099;45.0537;4.8243;RCP4.5;H1;5.6;19;
7100;45.0514;4.9257;RCP4.5;H1;4.96;24;
7101;45.049;5.0272;RCP4.5;H1;4.95;23;
7102;45.0465;5.1287;RCP4.5;H1;4.75;22;
7103;45.0439;5.2301;RCP4.5;H1;4.95;6;
7104;45.0412;5.3315;RCP4.5;H1;4.6;5;
7105;45.0384;5.4329;RCP4.5;H1;0.9;1;
7106;45.0355;5.5344;RCP4.5;H1;0;0;
7107;45.0325;5.6358;RCP4.5;H1;0.92;1;
7108;45.0295;5.7371;RCP4.5;H1;1;1;
7109;45.0263;5.8385;RCP4.5;H1;0.03;0;
7110;45.0231;5.9399;RCP4.5;H1;0;0;
7111;45.0197;6.0412;RCP4.5;H1;0;0;
7112;45.0163;6.1426;RCP4.5;H1;0;0;
7113;45.0128;6.2439;RCP4.5;H1;0;0;
7114;45.0091;6.3452;RCP4.5;H1;0;0;
7115;45.0054;6.4465;RCP4.5;H1;0;0;
7116;45.0016;6.5478;RCP4.5;H1;0;0;
7117;44.9977;6.6491;RCP4.5;H1;0;0;
7118;44.9937;6.7504;RCP4.5;H1;0;0;
7183;45.0982;-1.1699;RCP4.5;H1;2.79;9;
7184;45.1013;-1.0684;RCP4.5;H1;3.04;9;
7185;45.1044;-0.9669;RCP4.5;H1;3.78;10;
7186;45.1074;-0.8654;RCP4.5;H1;3.32;11;
7187;45.1103;-0.7638;RCP4.5;H1;2.71;11;
7188;45.113;-0.6623;RCP4.5;H1;2.78;12;
7189;45.1157;-0.5607;RCP4.5;H1;4.2;16;
7190;45.1184;-0.4592;RCP4.5;H1;4.29;16;
7191;45.1209;-0.3576;RCP4.5;H1;4.2;15;
7192;45.1233;-0.256;RCP4.5;H1;3.98;14;
7193;45.1256;-0.1544;RCP4.5;H1;3;10;
7194;45.1279;-0.0528;RCP4.5;H1;2.75;11;
7195;45.13;0.0488;RCP4.5;H1;4.05;13;
7196;45.132;0.1505;RCP4.5;H1;3.81;12;
7197;45.134;0.2521;RCP4.5;H1;3.72;12;
7198;45.1359;0.3537;RCP4.5;H1;3.5;12;
7199;45.1376;0.4554;RCP4.5;H1;3.69;15;
7200;45.1393;0.557;RCP4.5;H1;3.99;15;
7201;45.1409;0.6587;RCP4.5;H1;3.37;14;
7202;45.1424;0.7603;RCP4.5;H1;3.79;14;
7203;45.1438;0.862;RCP4.5;H1;3.76;14;
7204;45.1451;0.9637;RCP4.5;H1;3.56;15;
7205;45.1463;1.0654;RCP4.5;H1;3.75;15;
7206;45.1474;1.167;RCP4.5;H1;3.8;15;
7207;45.1484;1.2687;RCP4.5;H1;3.27;12;
7208;45.1494;1.3704;RCP4.5;H1;4.6;13;
7209;45.1502;1.4721;RCP4.5;H1;4.65;13;
7210;45.1509;1.5738;RCP4.5;H1;4.17;12;
7211;45.1516;1.6755;RCP4.5;H1;3.55;9;
7212;45.1522;1.7772;RCP4.5;H1;1.7;10;
7213;45.1526;1.8789;RCP4.5;H1;2.73;9;
7214;45.153;1.9806;RCP4.5;H1;2.54;9;
7215;45.1533;2.0823;RCP4.5;H1;1.89;6;
7216;45.1535;2.184;RCP4.5;H1;1.6;6;
7217;45.1536;2.2857;RCP4.5;H1;1.13;5;
7218;45.1536;2.3874;RCP4.5;H1;0.56;4;
7219;45.1535;2.4891;RCP4.5;H1;0.61;1;
7220;45.1533;2.5908;RCP4.5;H1;0;0;
7221;45.153;2.6925;RCP4.5;H1;0;0;
7222;45.1526;2.7942;RCP4.5;H1;0;0;
7223;45.1522;2.8959;RCP4.5;H1;0.01;0;
7224;45.1516;2.9976;RCP4.5;H1;0.39;0;
7225;45.151;3.0993;RCP4.5;H1;0.3;0;
7226;45.1502;3.201;RCP4.5;H1;0.64;0;
7227;45.1494;3.3027;RCP4.5;H1;0.57;0;
7228;45.1484;3.4044;RCP4.5;H1;3.31;1;
7229;45.1474;3.5061;RCP4.5;H1;4.07;2;
7230;45.1463;3.6078;RCP4.5;H1;0.56;0;
7231;45.1451;3.7094;RCP4.5;H1;0.13;0;
7232;45.1438;3.8111;RCP4.5;H1;0.72;0;
7233;45.1424;3.9128;RCP4.5;H1;2.29;2;
7234;45.1409;4.0144;RCP4.5;H1;0.83;2;
7235;45.1393;4.1161;RCP4.5;H1;0.6;2;
7236;45.1376;4.2177;RCP4.5;H1;0.72;2;
7237;45.1359;4.3194;RCP4.5;H1;0.4;2;
7238;45.134;4.421;RCP4.5;H1;0.09;2;
7239;45.1321;4.5226;RCP4.5;H1;0.23;1;
7240;45.13;4.6243;RCP4.5;H1;1.94;16;
7241;45.1279;4.7259;RCP4.5;H1;3.48;16;
7242;45.1256;4.8275;RCP4.5;H1;4.7;19;
7243;45.1233;4.9291;RCP4.5;H1;4.75;20;
7244;45.1209;5.0307;RCP4.5;H1;4.48;18;
7245;45.1184;5.1323;RCP4.5;H1;4.32;18;
7246;45.1158;5.2338;RCP4.5;H1;3.2;12;
7247;45.1131;5.3354;RCP4.5;H1;2.62;8;
7248;45.1103;5.4369;RCP4.5;H1;0.48;0;
7249;45.1074;5.5385;RCP4.5;H1;0.17;0;
7250;45.1044;5.64;RCP4.5;H1;1.25;1;
7251;45.1014;5.7415;RCP4.5;H1;1.99;7;
7252;45.0982;5.8431;RCP4.5;H1;0.42;0;
7253;45.0949;5.9445;RCP4.5;H1;0;0;
7254;45.0916;6.046;RCP4.5;H1;0;0;
7255;45.0882;6.1475;RCP4.5;H1;0;0;
7256;45.0846;6.249;RCP4.5;H1;0;0;
7257;45.081;6.3504;RCP4.5;H1;0;0;
7258;45.0773;6.4518;RCP4.5;H1;0;0;
7259;45.0735;6.5533;RCP4.5;H1;0;0;
7260;45.0696;6.6547;RCP4.5;H1;0;0;
7326;45.1701;-1.1745;RCP4.5;H1;2.92;9;
7327;45.1732;-1.0728;RCP4.5;H1;3.15;9;
7328;45.1763;-0.9712;RCP4.5;H1;3.8;10;
7329;45.1793;-0.8695;RCP4.5;H1;2.56;11;
7330;45.1822;-0.7679;RCP4.5;H1;2.7;12;
7331;45.185;-0.6662;RCP4.5;H1;2.69;12;
7332;45.1877;-0.5645;RCP4.5;H1;4.4;16;
7333;45.1903;-0.4628;RCP4.5;H1;4.07;15;
7334;45.1928;-0.3611;RCP4.5;H1;2.8;10;
7335;45.1952;-0.2593;RCP4.5;H1;2.68;9;
7336;45.1975;-0.1576;RCP4.5;H1;2.85;10;
7337;45.1998;-0.0559;RCP4.5;H1;2.6;10;
7338;45.2019;0.0459;RCP4.5;H1;4.13;13;
7339;45.204;0.1476;RCP4.5;H1;3.95;13;
7340;45.2059;0.2494;RCP4.5;H1;3.69;12;
7341;45.2078;0.3512;RCP4.5;H1;3.38;12;
7342;45.2096;0.4529;RCP4.5;H1;3.23;14;
7343;45.2112;0.5547;RCP4.5;H1;3.33;14;
7344;45.2128;0.6565;RCP4.5;H1;3.71;15;
7345;45.2143;0.7583;RCP4.5;H1;3.58;14;
7346;45.2157;0.8601;RCP4.5;H1;3.62;15;
7347;45.217;0.9619;RCP4.5;H1;3.73;14;
7348;45.2182;1.0637;RCP4.5;H1;3.63;15;
7349;45.2194;1.1655;RCP4.5;H1;3.35;16;
7350;45.2204;1.2673;RCP4.5;H1;2.99;11;
7351;45.2213;1.3692;RCP4.5;H1;3.08;12;
7352;45.2222;1.471;RCP4.5;H1;4.65;13;
7353;45.2229;1.5728;RCP4.5;H1;2.69;11;
7354;45.2236;1.6746;RCP4.5;H1;3.13;9;
7355;45.2241;1.7765;RCP4.5;H1;2.77;9;
7356;45.2246;1.8783;RCP4.5;H1;1.88;10;
7357;45.225;1.9801;RCP4.5;H1;1.48;10;
7358;45.2252;2.082;RCP4.5;H1;1.7;6;
7359;45.2254;2.1838;RCP4.5;H1;2.04;5;
7360;45.2255;2.2856;RCP4.5;H1;1.62;5;
7361;45.2255;2.3875;RCP4.5;H1;0.73;4;
7362;45.2254;2.4893;RCP4.5;H1;0.61;1;
7363;45.2252;2.5911;RCP4.5;H1;0.07;1;
7364;45.225;2.693;RCP4.5;H1;0.09;1;
7365;45.2246;2.7948;RCP4.5;H1;0;1;
7366;45.2241;2.8966;RCP4.5;H1;0;0;
7367;45.2236;2.9985;RCP4.5;H1;0;0;
7368;45.2229;3.1003;RCP4.5;H1;0.42;1;
7369;45.2222;3.2021;RCP4.5;H1;1.77;0;
7370;45.2213;3.304;RCP4.5;H1;1.1;1;
7371;45.2204;3.4058;RCP4.5;H1;3.88;2;
7372;45.2194;3.5076;RCP4.5;H1;4.07;2;
7373;45.2183;3.6094;RCP4.5;H1;0.67;0;
7374;45.217;3.7112;RCP4.5;H1;0.14;0;
7375;45.2157;3.813;RCP4.5;H1;0.33;0;
7376;45.2143;3.9148;RCP4.5;H1;1.33;0;
7377;45.2129;4.0166;RCP4.5;H1;2.2;2;
7378;45.2113;4.1184;RCP4.5;H1;2.38;2;
7379;45.2096;4.2202;RCP4.5;H1;1.15;3;
7380;45.2078;4.3219;RCP4.5;H1;0.72;2;
7381;45.206;4.4237;RCP4.5;H1;0.12;1;
7382;45.204;4.5255;RCP4.5;H1;0.69;1;
7383;45.202;4.6272;RCP4.5;H1;2.33;16;
7384;45.1998;4.729;RCP4.5;H1;4.25;15;
7385;45.1976;4.8307;RCP4.5;H1;4.55;20;
7386;45.1952;4.9324;RCP4.5;H1;4.38;19;
7387;45.1928;5.0342;RCP4.5;H1;3.47;17;
7388;45.1903;5.1359;RCP4.5;H1;2.53;16;
7389;45.1877;5.2376;RCP4.5;H1;2.58;11;
7390;45.185;5.3393;RCP4.5;H1;2.75;9;
7391;45.1822;5.441;RCP4.5;H1;2.56;6;
7392;45.1793;5.5426;RCP4.5;H1;0.17;0;
7393;45.1763;5.6443;RCP4.5;H1;0.93;1;
7394;45.1733;5.7459;RCP4.5;H1;2.15;9;
7395;45.1701;5.8476;RCP4.5;H1;1.36;2;
7396;45.1668;5.9492;RCP4.5;H1;0;0;
7397;45.1635;6.0508;RCP4.5;H1;0;0;
7398;45.16;6.1524;RCP4.5;H1;0;0;
7399;45.1565;6.254;RCP4.5;H1;0;0;
7400;45.1529;6.3556;RCP4.5;H1;0;0;
7401;45.1491;6.4572;RCP4.5;H1;0;0;
7402;45.1453;6.5587;RCP4.5;H1;0;0;
7403;45.1414;6.6603;RCP4.5;H1;0;0;
7404;45.1374;6.7618;RCP4.5;H1;0;0;
7405;45.1333;6.8633;RCP4.5;H1;0;0;
7406;45.1291;6.9648;RCP4.5;H1;0;0;
7469;45.2419;-1.179;RCP4.5;H1;3;9;
7470;45.2451;-1.0773;RCP4.5;H1;2.85;9;
7471;45.2482;-0.9755;RCP4.5;H1;3.82;11;
7472;45.2512;-0.8737;RCP4.5;H1;2.52;12;
7473;45.2541;-0.7719;RCP4.5;H1;2.9;12;
7474;45.2569;-0.6701;RCP4.5;H1;2.83;13;
7475;45.2596;-0.5682;RCP4.5;H1;4.45;17;
7476;45.2622;-0.4664;RCP4.5;H1;4.24;15;
7477;45.2647;-0.3646;RCP4.5;H1;2.57;9;
7478;45.2671;-0.2627;RCP4.5;H1;2.45;9;
7479;45.2695;-0.1608;RCP4.5;H1;2.45;9;
7480;45.2717;-0.059;RCP4.5;H1;3.24;11;
7481;45.2739;0.0429;RCP4.5;H1;3.46;11;
7482;45.2759;0.1448;RCP4.5;H1;3.29;11;
7483;45.2779;0.2467;RCP4.5;H1;3.47;12;
7484;45.2797;0.3486;RCP4.5;H1;3.71;12;
7485;45.2815;0.4505;RCP4.5;H1;3.97;12;
7486;45.2832;0.5524;RCP4.5;H1;3.85;12;
7487;45.2848;0.6543;RCP4.5;H1;3.6;11;
7488;45.2863;0.7562;RCP4.5;H1;3.69;11;
7489;45.2877;0.8582;RCP4.5;H1;3.7;11;
7490;45.289;0.9601;RCP4.5;H1;3.87;14;
