#-----------------------------------------------------------------------------
# Date d'extraction : 23/06/2026 - 11h37 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORTX35;NORTR;
#-----------------------------------------------------------------------------
7629;45.3551;0.5501;RCP8.5;H2;7.27;19;
7630;45.3567;0.6521;RCP8.5;H2;7.17;19;
7631;45.3582;0.7542;RCP8.5;H2;6.9;19;
7632;45.3596;0.8563;RCP8.5;H2;5.98;19;
7633;45.3609;0.9583;RCP8.5;H2;5.95;18;
7634;45.3622;1.0604;RCP8.5;H2;5;19;
7635;45.3633;1.1625;RCP8.5;H2;4.67;19;
7636;45.3643;1.2646;RCP8.5;H2;4.27;20;
7637;45.3652;1.3666;RCP8.5;H2;3.74;19;
7638;45.3661;1.4687;RCP8.5;H2;4.27;18;
7639;45.3668;1.5708;RCP8.5;H2;3.71;19;
7640;45.3675;1.6729;RCP8.5;H2;3.17;21;
7641;45.3681;1.775;RCP8.5;H2;5.12;17;
7642;45.3685;1.8771;RCP8.5;H2;3.95;12;
7643;45.3689;1.9792;RCP8.5;H2;3.17;12;
7644;45.3692;2.0813;RCP8.5;H2;2.96;12;
7645;45.3694;2.1834;RCP8.5;H2;3.3;12;
7646;45.3695;2.2855;RCP8.5;H2;3.44;10;
7647;45.3695;2.3876;RCP8.5;H2;4.32;12;
7648;45.3694;2.4897;RCP8.5;H2;4.78;12;
7649;45.3692;2.5918;RCP8.5;H2;2.23;11;
7650;45.3689;2.6939;RCP8.5;H2;1.65;4;
7651;45.3685;2.796;RCP8.5;H2;0.72;3;
7652;45.3681;2.8981;RCP8.5;H2;0.09;2;
7653;45.3675;3.0002;RCP8.5;H2;0.07;2;
7654;45.3668;3.1023;RCP8.5;H2;0.28;9;
7655;45.3661;3.2044;RCP8.5;H2;4.23;12;
7656;45.3653;3.3065;RCP8.5;H2;8.91;11;
7657;45.3643;3.4085;RCP8.5;H2;8.07;7;
7658;45.3633;3.5106;RCP8.5;H2;2.77;1;
7659;45.3622;3.6127;RCP8.5;H2;0.69;4;
7660;45.361;3.7148;RCP8.5;H2;1.55;3;
7661;45.3597;3.8168;RCP8.5;H2;0.71;2;
7662;45.3582;3.9189;RCP8.5;H2;0.61;4;
7663;45.3568;4.021;RCP8.5;H2;0.65;4;
7664;45.3552;4.123;RCP8.5;H2;5.37;6;
7665;45.3535;4.2251;RCP8.5;H2;6.9;7;
7666;45.3517;4.3271;RCP8.5;H2;2.83;6;
7667;45.3498;4.4291;RCP8.5;H2;0.56;9;
7668;45.3479;4.5312;RCP8.5;H2;0.27;8;
7669;45.3458;4.6332;RCP8.5;H2;3.63;15;
7670;45.3437;4.7352;RCP8.5;H2;8.87;27;
7671;45.3414;4.8372;RCP8.5;H2;8.2;32;
7672;45.3391;4.9392;RCP8.5;H2;7.57;29;
7673;45.3367;5.0412;RCP8.5;H2;7.5;28;
7674;45.3341;5.1431;RCP8.5;H2;6.55;25;
7675;45.3315;5.2451;RCP8.5;H2;6.21;24;
7676;45.3288;5.3471;RCP8.5;H2;5.37;21;
7677;45.326;5.449;RCP8.5;H2;4.5;20;
7678;45.3231;5.551;RCP8.5;H2;6.37;22;
7679;45.3201;5.6529;RCP8.5;H2;2.55;15;
7680;45.3171;5.7548;RCP8.5;H2;0.05;2;
7681;45.3139;5.8567;RCP8.5;H2;0.22;2;
7682;45.3106;5.9586;RCP8.5;H2;4.8;10;
7683;45.3073;6.0605;RCP8.5;H2;0.05;1;
7684;45.3038;6.1623;RCP8.5;H2;0;0;
7685;45.3002;6.2642;RCP8.5;H2;0.03;0;
7686;45.2966;6.366;RCP8.5;H2;0.2;6;
7687;45.2929;6.4679;RCP8.5;H2;0;0;
7688;45.289;6.5697;RCP8.5;H2;0;0;
7689;45.2851;6.6715;RCP8.5;H2;0;0;
7690;45.2811;6.7732;RCP8.5;H2;0;0;
7691;45.277;6.875;RCP8.5;H2;0;0;
7692;45.2728;6.9768;RCP8.5;H2;0;0;
7693;45.2685;7.0785;RCP8.5;H2;0;0;
7694;45.2641;7.1802;RCP8.5;H2;0;0;
7755;45.3857;-1.1882;RCP8.5;H2;4.57;20;
7756;45.3889;-1.0861;RCP8.5;H2;4.46;19;
7757;45.392;-0.9841;RCP8.5;H2;4.68;24;
7758;45.395;-0.882;RCP8.5;H2;4.88;24;
7759;45.3979;-0.78;RCP8.5;H2;4.83;23;
7760;45.4007;-0.6779;RCP8.5;H2;4.77;21;
7761;45.4034;-0.5758;RCP8.5;H2;5.21;19;
7762;45.406;-0.4737;RCP8.5;H2;5.05;18;
7763;45.4086;-0.3716;RCP8.5;H2;5.15;18;
7764;45.411;-0.2695;RCP8.5;H2;5.13;17;
7765;45.4133;-0.1673;RCP8.5;H2;6.32;19;
7766;45.4156;-0.0652;RCP8.5;H2;6.54;19;
7767;45.4177;0.0369;RCP8.5;H2;5.95;18;
7768;45.4198;0.1391;RCP8.5;H2;6.04;18;
7769;45.4218;0.2412;RCP8.5;H2;6.17;18;
7770;45.4236;0.3434;RCP8.5;H2;6.87;20;
7771;45.4254;0.4456;RCP8.5;H2;7.1;19;
7772;45.4271;0.5478;RCP8.5;H2;6.9;18;
7773;45.4287;0.6499;RCP8.5;H2;6.69;18;
7774;45.4302;0.7521;RCP8.5;H2;6.65;18;
7775;45.4316;0.8543;RCP8.5;H2;5.31;18;
7776;45.4329;0.9565;RCP8.5;H2;4.98;18;
7777;45.4341;1.0587;RCP8.5;H2;4.54;19;
7778;45.4352;1.1609;RCP8.5;H2;4.23;19;
7779;45.4363;1.2632;RCP8.5;H2;4.28;20;
7780;45.4372;1.3654;RCP8.5;H2;4.33;18;
7781;45.4381;1.4676;RCP8.5;H2;3.87;19;
7782;45.4388;1.5698;RCP8.5;H2;3.99;19;
7783;45.4395;1.672;RCP8.5;H2;3.7;19;
7784;45.44;1.7743;RCP8.5;H2;4.08;12;
7785;45.4405;1.8765;RCP8.5;H2;2.75;11;
7786;45.4409;1.9787;RCP8.5;H2;2.24;11;
7787;45.4411;2.081;RCP8.5;H2;2.87;12;
7788;45.4413;2.1832;RCP8.5;H2;3.23;11;
7789;45.4414;2.2854;RCP8.5;H2;3.35;11;
7790;45.4414;2.3877;RCP8.5;H2;3.93;11;
7791;45.4413;2.4899;RCP8.5;H2;3.82;11;
7792;45.4411;2.5921;RCP8.5;H2;1.65;10;
7793;45.4409;2.6944;RCP8.5;H2;0.42;9;
7794;45.4405;2.7966;RCP8.5;H2;0.32;3;
7795;45.44;2.8988;RCP8.5;H2;0.13;2;
7796;45.4395;3.0011;RCP8.5;H2;0.17;3;
7797;45.4388;3.1033;RCP8.5;H2;1.21;4;
7798;45.4381;3.2055;RCP8.5;H2;5.9;14;
7799;45.4372;3.3077;RCP8.5;H2;8.81;11;
7800;45.4363;3.4099;RCP8.5;H2;5.48;5;
7801;45.4353;3.5122;RCP8.5;H2;0.47;4;
7802;45.4341;3.6144;RCP8.5;H2;0.53;3;
7803;45.4329;3.7166;RCP8.5;H2;5.45;3;
7804;45.4316;3.8188;RCP8.5;H2;0.52;3;
7805;45.4302;3.921;RCP8.5;H2;0.47;3;
7806;45.4287;4.0232;RCP8.5;H2;0.36;4;
7807;45.4271;4.1253;RCP8.5;H2;3.67;5;
7808;45.4254;4.2275;RCP8.5;H2;5.4;5;
7809;45.4237;4.3297;RCP8.5;H2;7.54;13;
7810;45.4218;4.4319;RCP8.5;H2;4.87;12;
7811;45.4198;4.534;RCP8.5;H2;2.56;12;
7812;45.4178;4.6362;RCP8.5;H2;2.3;14;
7813;45.4156;4.7383;RCP8.5;H2;7.45;33;
7814;45.4134;4.8404;RCP8.5;H2;7.97;30;
7815;45.411;4.9426;RCP8.5;H2;6.48;25;
7816;45.4086;5.0447;RCP8.5;H2;5.96;23;
7817;45.4061;5.1468;RCP8.5;H2;5.88;22;
7818;45.4035;5.2489;RCP8.5;H2;5.62;22;
7819;45.4007;5.351;RCP8.5;H2;5.05;20;
7820;45.3979;5.4531;RCP8.5;H2;4.37;20;
7821;45.395;5.5551;RCP8.5;H2;4.12;20;
7822;45.392;5.6572;RCP8.5;H2;3.5;18;
7823;45.389;5.7592;RCP8.5;H2;2.02;3;
7824;45.3858;5.8613;RCP8.5;H2;0.05;1;
7825;45.3825;5.9633;RCP8.5;H2;3.43;9;
7826;45.3791;6.0653;RCP8.5;H2;2.52;3;
7827;45.3757;6.1673;RCP8.5;H2;0;0;
7828;45.3721;6.2693;RCP8.5;H2;1.26;9;
7829;45.3685;6.3713;RCP8.5;H2;0;0;
7830;45.3647;6.4732;RCP8.5;H2;0;0;
7831;45.3609;6.5752;RCP8.5;H2;0;0;
7832;45.357;6.6771;RCP8.5;H2;0;0;
7833;45.353;6.779;RCP8.5;H2;0;0;
7834;45.3489;6.8809;RCP8.5;H2;0;0;
7835;45.3447;6.9828;RCP8.5;H2;0;0;
7836;45.3404;7.0847;RCP8.5;H2;0;0;
7837;45.336;7.1865;RCP8.5;H2;0;0;
7898;45.4576;-1.1927;RCP8.5;H2;4.54;20;
7899;45.4608;-1.0906;RCP8.5;H2;4.45;19;
7900;45.4639;-0.9884;RCP8.5;H2;4.48;20;
7901;45.4669;-0.8862;RCP8.5;H2;4.88;23;
7902;45.4698;-0.784;RCP8.5;H2;4.82;22;
7903;45.4726;-0.6818;RCP8.5;H2;5.5;20;
7904;45.4753;-0.5796;RCP8.5;H2;5.48;20;
7905;45.478;-0.4773;RCP8.5;H2;5.27;19;
7906;45.4805;-0.3751;RCP8.5;H2;5.38;18;
7907;45.4829;-0.2729;RCP8.5;H2;5.13;17;
7908;45.4853;-0.1706;RCP8.5;H2;6.8;20;
7909;45.4875;-0.0683;RCP8.5;H2;5.28;19;
7910;45.4897;0.0339;RCP8.5;H2;5.82;18;
7911;45.4917;0.1362;RCP8.5;H2;5.62;18;
7912;45.4937;0.2385;RCP8.5;H2;6.12;17;
7913;45.4956;0.3408;RCP8.5;H2;6;17;
7914;45.4974;0.4431;RCP8.5;H2;7.08;18;
7915;45.499;0.5454;RCP8.5;H2;6.88;18;
7916;45.5006;0.6477;RCP8.5;H2;5.56;17;
7917;45.5021;0.7501;RCP8.5;H2;5.19;18;
7918;45.5035;0.8524;RCP8.5;H2;4.6;19;
7919;45.5049;0.9547;RCP8.5;H2;4.63;19;
7920;45.5061;1.0571;RCP8.5;H2;4.44;19;
7921;45.5072;1.1594;RCP8.5;H2;3.69;20;
7922;45.5082;1.2618;RCP8.5;H2;3.88;18;
7923;45.5092;1.3641;RCP8.5;H2;4.01;18;
7924;45.51;1.4665;RCP8.5;H2;3.72;19;
7925;45.5108;1.5688;RCP8.5;H2;3.55;20;
7926;45.5114;1.6712;RCP8.5;H2;3.62;20;
7927;45.512;1.7735;RCP8.5;H2;3.97;12;
7928;45.5125;1.8759;RCP8.5;H2;1.98;10;
7929;45.5128;1.9783;RCP8.5;H2;1.08;9;
7930;45.5131;2.0806;RCP8.5;H2;1.85;9;
7931;45.5133;2.183;RCP8.5;H2;3.1;10;
7932;45.5134;2.2854;RCP8.5;H2;3.15;11;
7933;45.5134;2.3877;RCP8.5;H2;2.75;10;
7934;45.5133;2.4901;RCP8.5;H2;2.77;10;
7935;45.5131;2.5925;RCP8.5;H2;1.18;10;
7936;45.5128;2.6948;RCP8.5;H2;0.32;8;
7937;45.5125;2.7972;RCP8.5;H2;0;5;
7938;45.512;2.8996;RCP8.5;H2;0.03;2;
7939;45.5114;3.0019;RCP8.5;H2;0.92;3;
7940;45.5108;3.1043;RCP8.5;H2;0.87;10;
7941;45.51;3.2066;RCP8.5;H2;7.54;10;
7942;45.5092;3.309;RCP8.5;H2;7.9;13;
7943;45.5082;3.4113;RCP8.5;H2;4.19;5;
7944;45.5072;3.5137;RCP8.5;H2;0.73;3;
7945;45.5061;3.616;RCP8.5;H2;0.23;4;
7946;45.5049;3.7184;RCP8.5;H2;5.17;3;
7947;45.5036;3.8207;RCP8.5;H2;0.43;3;
7948;45.5022;3.923;RCP8.5;H2;0.17;3;
7949;45.5007;4.0254;RCP8.5;H2;0.72;4;
7950;45.4991;4.1277;RCP8.5;H2;8.05;15;
7951;45.4974;4.23;RCP8.5;H2;9.93;16;
7952;45.4956;4.3323;RCP8.5;H2;7.63;16;
7953;45.4937;4.4346;RCP8.5;H2;5.17;20;
7954;45.4918;4.5369;RCP8.5;H2;5.83;26;
7955;45.4897;4.6392;RCP8.5;H2;3.51;26;
7956;45.4875;4.7414;RCP8.5;H2;6.08;28;
7957;45.4853;4.8437;RCP8.5;H2;8.13;28;
7958;45.483;4.946;RCP8.5;H2;6.65;25;
7959;45.4805;5.0482;RCP8.5;H2;6.15;22;
7960;45.478;5.1504;RCP8.5;H2;5.02;19;
7961;45.4754;5.2527;RCP8.5;H2;3.85;19;
7962;45.4727;5.3549;RCP8.5;H2;4.04;19;
7963;45.4698;5.4571;RCP8.5;H2;3.88;19;
7964;45.4669;5.5593;RCP8.5;H2;3.5;17;
7965;45.4639;5.6615;RCP8.5;H2;3.62;18;
7966;45.4609;5.7637;RCP8.5;H2;2.56;8;
7967;45.4577;5.8658;RCP8.5;H2;0.23;1;
7968;45.4544;5.968;RCP8.5;H2;2.42;5;
7969;45.451;6.0701;RCP8.5;H2;4.17;18;
7970;45.4476;6.1723;RCP8.5;H2;1.26;9;
7971;45.444;6.2744;RCP8.5;H2;1.26;9;
7972;45.4404;6.3765;RCP8.5;H2;0;0;
7973;45.4366;6.4786;RCP8.5;H2;0;2;
7974;45.4328;6.5807;RCP8.5;H2;0.03;0;
7975;45.4288;6.6827;RCP8.5;H2;0;0;
7976;45.4248;6.7848;RCP8.5;H2;0;0;
7977;45.4207;6.8868;RCP8.5;H2;0;0;
7978;45.4165;6.9888;RCP8.5;H2;0;0;
7979;45.4122;7.0908;RCP8.5;H2;0;0;
7980;45.4078;7.1928;RCP8.5;H2;0;0;
8042;45.5327;-1.095;RCP8.5;H2;4.92;21;
8043;45.5358;-0.9927;RCP8.5;H2;4.7;22;
8044;45.5388;-0.8904;RCP8.5;H2;5.13;23;
8045;45.5417;-0.7881;RCP8.5;H2;5.22;20;
8046;45.5445;-0.6857;RCP8.5;H2;5.45;20;
8047;45.5473;-0.5834;RCP8.5;H2;5.44;20;
8048;45.5499;-0.481;RCP8.5;H2;5.21;19;
8049;45.5524;-0.3786;RCP8.5;H2;5.32;19;
8050;45.5549;-0.2763;RCP8.5;H2;5.58;21;
8051;45.5572;-0.1739;RCP8.5;H2;5.26;19;
8052;45.5595;-0.0715;RCP8.5;H2;5.2;18;
8053;45.5616;0.0309;RCP8.5;H2;5.2;18;
8054;45.5637;0.1334;RCP8.5;H2;6.19;18;
8055;45.5656;0.2358;RCP8.5;H2;6.07;17;
8056;45.5675;0.3382;RCP8.5;H2;5.73;17;
8057;45.5693;0.4407;RCP8.5;H2;5.92;17;
8058;45.571;0.5431;RCP8.5;H2;6.73;18;
8059;45.5726;0.6455;RCP8.5;H2;5.5;18;
8060;45.5741;0.748;RCP8.5;H2;4.81;18;
8061;45.5755;0.8505;RCP8.5;H2;3.99;19;
8062;45.5768;0.9529;RCP8.5;H2;3.62;19;
8063;45.578;1.0554;RCP8.5;H2;3.45;20;
8064;45.5792;1.1579;RCP8.5;H2;4.13;18;
8065;45.5802;1.2604;RCP8.5;H2;3.45;18;
8066;45.5811;1.3628;RCP8.5;H2;3.35;19;
8067;45.582;1.4653;RCP8.5;H2;3.29;20;
8068;45.5827;1.5678;RCP8.5;H2;2.99;20;
8069;45.5834;1.6703;RCP8.5;H2;3.94;16;
8070;45.584;1.7728;RCP8.5;H2;3.95;11;
8071;45.5844;1.8753;RCP8.5;H2;2.08;10;
8072;45.5848;1.9778;RCP8.5;H2;1.25;9;
8073;45.5851;2.0803;RCP8.5;H2;0.86;9;
8074;45.5853;2.1828;RCP8.5;H2;1.48;10;
8075;45.5854;2.2853;RCP8.5;H2;2.73;10;
8076;45.5854;2.3878;RCP8.5;H2;2.08;10;
8077;45.5853;2.4903;RCP8.5;H2;1.97;10;
8078;45.5851;2.5928;RCP8.5;H2;1.19;9;
8079;45.5848;2.6953;RCP8.5;H2;0.25;8;
8080;45.5844;2.7978;RCP8.5;H2;0;8;
8081;45.584;2.9003;RCP8.5;H2;0.03;8;
8082;45.5834;3.0028;RCP8.5;H2;0.95;7;
8083;45.5827;3.1053;RCP8.5;H2;4.99;11;
8084;45.582;3.2078;RCP8.5;H2;7.78;10;
8085;45.5811;3.3103;RCP8.5;H2;6.3;10;
8086;45.5802;3.4127;RCP8.5;H2;5.63;5;
8087;45.5792;3.5152;RCP8.5;H2;1.55;3;
8088;45.5781;3.6177;RCP8.5;H2;0.67;4;
8089;45.5768;3.7202;RCP8.5;H2;5.02;3;
8090;45.5755;3.8226;RCP8.5;H2;0.12;3;
8091;45.5741;3.9251;RCP8.5;H2;0.03;5;
8092;45.5726;4.0276;RCP8.5;H2;4.46;5;
8093;45.571;4.13;RCP8.5;H2;9.96;16;
8094;45.5693;4.2324;RCP8.5;H2;10.06;19;
8095;45.5675;4.3349;RCP8.5;H2;7.12;19;
8096;45.5657;4.4373;RCP8.5;H2;2.17;18;
8097;45.5637;4.5397;RCP8.5;H2;4.19;19;
8098;45.5616;4.6422;RCP8.5;H2;6.68;27;
8099;45.5595;4.7446;RCP8.5;H2;7.17;29;
8100;45.5572;4.847;RCP8.5;H2;7.38;28;
8101;45.5549;4.9494;RCP8.5;H2;7.02;28;
8102;45.5524;5.0517;RCP8.5;H2;6.38;22;
8103;45.5499;5.1541;RCP8.5;H2;5.24;20;
8104;45.5473;5.2565;RCP8.5;H2;5.15;21;
8105;45.5446;5.3588;RCP8.5;H2;5.6;22;
8106;45.5418;5.4612;RCP8.5;H2;5.42;21;
8107;45.5389;5.5635;RCP8.5;H2;4.97;22;
8108;45.5359;5.6658;RCP8.5;H2;2.85;17;
8109;45.5328;5.7681;RCP8.5;H2;2.9;11;
8110;45.5296;5.8704;RCP8.5;H2;1.82;6;
8111;45.5263;5.9727;RCP8.5;H2;2.98;14;
8112;45.5229;6.075;RCP8.5;H2;4.3;17;
8113;45.5194;6.1773;RCP8.5;H2;4.49;20;
8114;45.5159;6.2795;RCP8.5;H2;2.54;13;
8115;45.5122;6.3818;RCP8.5;H2;0;1;
8116;45.5085;6.484;RCP8.5;H2;1.22;9;
8117;45.5046;6.5862;RCP8.5;H2;0.03;0;
8118;45.5007;6.6884;RCP8.5;H2;0;0;
8119;45.4967;6.7906;RCP8.5;H2;0;0;
8120;45.4926;6.8927;RCP8.5;H2;0;0;
8121;45.4883;6.9949;RCP8.5;H2;0;0;
8122;45.484;7.097;RCP8.5;H2;0;0;
8185;45.6046;-1.0995;RCP8.5;H2;4.96;24;
8186;45.6077;-0.9971;RCP8.5;H2;3.45;24;
8187;45.6107;-0.8946;RCP8.5;H2;5.3;21;
8188;45.6136;-0.7922;RCP8.5;H2;5.33;21;
8189;45.6165;-0.6897;RCP8.5;H2;5.3;20;
8190;45.6192;-0.5872;RCP8.5;H2;5.35;20;
8191;45.6218;-0.4847;RCP8.5;H2;5.29;20;
8192;45.6243;-0.3822;RCP8.5;H2;5.97;22;
8193;45.6268;-0.2797;RCP8.5;H2;5.87;21;
8194;45.6291;-0.1771;RCP8.5;H2;5.62;20;
8195;45.6314;-0.0746;RCP8.5;H2;5.7;20;
8196;45.6336;0.0279;RCP8.5;H2;5.57;20;
8197;45.6356;0.1305;RCP8.5;H2;7.04;19;
8198;45.6376;0.233;RCP8.5;H2;6.19;17;
8199;45.6395;0.3356;RCP8.5;H2;6.5;18;
8200;45.6413;0.4382;RCP8.5;H2;6.17;17;
8201;45.643;0.5408;RCP8.5;H2;4.95;15;
8202;45.6445;0.6433;RCP8.5;H2;5.13;17;
8203;45.6461;0.7459;RCP8.5;H2;4.55;18;
8204;45.6475;0.8485;RCP8.5;H2;3.42;17;
8205;45.6488;0.9511;RCP8.5;H2;4.33;15;
8206;45.65;1.0537;RCP8.5;H2;3.56;17;
8207;45.6511;1.1563;RCP8.5;H2;4.52;15;
8208;45.6522;1.259;RCP8.5;H2;4.81;15;
8209;45.6531;1.3616;RCP8.5;H2;4.73;15;
8210;45.654;1.4642;RCP8.5;H2;4.35;16;
8211;45.6547;1.5668;RCP8.5;H2;4.22;15;
8212;45.6554;1.6694;RCP8.5;H2;3.57;16;
8213;45.6559;1.7721;RCP8.5;H2;2.44;18;
8214;45.6564;1.8747;RCP8.5;H2;2.13;10;
8215;45.6568;1.9773;RCP8.5;H2;1.48;9;
8216;45.6571;2.08;RCP8.5;H2;0.83;9;
8217;45.6572;2.1826;RCP8.5;H2;1.63;9;
8218;45.6573;2.2852;RCP8.5;H2;1.14;11;
8219;45.6573;2.3879;RCP8.5;H2;1.58;9;
8220;45.6572;2.4905;RCP8.5;H2;2.03;9;
8221;45.6571;2.5931;RCP8.5;H2;1.15;9;
8222;45.6568;2.6958;RCP8.5;H2;0.48;8;
8223;45.6564;2.7984;RCP8.5;H2;0.03;8;
8224;45.6559;2.901;RCP8.5;H2;0.03;8;
8225;45.6554;3.0037;RCP8.5;H2;0.65;7;
8226;45.6547;3.1063;RCP8.5;H2;4.92;13;
8227;45.654;3.2089;RCP8.5;H2;7.46;11;
8228;45.6531;3.3115;RCP8.5;H2;5.13;8;
8229;45.6522;3.4141;RCP8.5;H2;6.38;4;
8230;45.6511;3.5168;RCP8.5;H2;5.45;4;
8231;45.65;3.6194;RCP8.5;H2;4.72;4;
8232;45.6488;3.722;RCP8.5;H2;1.95;3;
8233;45.6475;3.8246;RCP8.5;H2;0;5;
8234;45.6461;3.9272;RCP8.5;H2;0.2;4;
8235;45.6446;4.0298;RCP8.5;H2;8.55;13;
8236;45.643;4.1323;RCP8.5;H2;10.6;17;
8237;45.6413;4.2349;RCP8.5;H2;10.52;19;
8238;45.6395;4.3375;RCP8.5;H2;6.65;21;
8239;45.6376;4.4401;RCP8.5;H2;5.15;20;
8240;45.6356;4.5426;RCP8.5;H2;2.57;18;
8241;45.6336;4.6452;RCP8.5;H2;3.45;26;
8242;45.6314;4.7477;RCP8.5;H2;7.8;40;
8243;45.6292;4.8502;RCP8.5;H2;8.12;41;
8244;45.6268;4.9528;RCP8.5;H2;7.74;38;
8245;45.6244;5.0553;RCP8.5;H2;7.29;24;
8246;45.6218;5.1578;RCP8.5;H2;7.58;25;
8247;45.6192;5.2603;RCP8.5;H2;6.95;26;
8248;45.6165;5.3628;RCP8.5;H2;5.6;24;
8249;45.6137;5.4653;RCP8.5;H2;5.38;24;
8250;45.6108;5.5677;RCP8.5;H2;6.88;27;
8251;45.6078;5.6702;RCP8.5;H2;3.13;15;
8252;45.6047;5.7726;RCP8.5;H2;2.33;7;
8253;45.6015;5.8751;RCP8.5;H2;2.99;15;
8254;45.5982;5.9775;RCP8.5;H2;2.06;5;
8255;45.5948;6.0799;RCP8.5;H2;0.17;1;
8256;45.5913;6.1823;RCP8.5;H2;1.89;4;
8257;45.5878;6.2847;RCP8.5;H2;4.55;18;
8258;45.5841;6.387;RCP8.5;H2;0;5;
8259;45.5804;6.4894;RCP8.5;H2;0.05;3;
8260;45.5765;6.5917;RCP8.5;H2;0;0;
8261;45.5726;6.6941;RCP8.5;H2;0.22;0;
8262;45.5685;6.7964;RCP8.5;H2;0;0;
8263;45.5644;6.8987;RCP8.5;H2;0;0;
8264;45.5602;7.0009;RCP8.5;H2;0;0;
8327;45.6733;-1.2066;RCP8.5;H2;3.55;24;
8328;45.6765;-1.104;RCP8.5;H2;3.4;23;
8329;45.6796;-1.0014;RCP8.5;H2;3.42;23;
8330;45.6826;-0.8988;RCP8.5;H2;5.65;22;
8331;45.6856;-0.7962;RCP8.5;H2;5.3;20;
8332;45.6884;-0.6936;RCP8.5;H2;5.29;20;
8333;45.6911;-0.591;RCP8.5;H2;5.69;22;
8334;45.6937;-0.4884;RCP8.5;H2;5.53;21;
8335;45.6963;-0.3857;RCP8.5;H2;5.9;22;
8336;45.6987;-0.2831;RCP8.5;H2;5.96;22;
8337;45.7011;-0.1804;RCP8.5;H2;5.83;22;
8338;45.7033;-0.0778;RCP8.5;H2;5.5;20;
8339;45.7055;0.0249;RCP8.5;H2;5.2;19;
8340;45.7076;0.1276;RCP8.5;H2;7.22;19;
8341;45.7095;0.2303;RCP8.5;H2;6.23;17;
8342;45.7114;0.333;RCP8.5;H2;6.44;17;
8343;45.7132;0.4357;RCP8.5;H2;5.73;17;
8344;45.7149;0.5384;RCP8.5;H2;4.62;15;
8345;45.7165;0.6411;RCP8.5;H2;5.25;14;
8346;45.718;0.7438;RCP8.5;H2;4.63;14;
8347;45.7194;0.8466;RCP8.5;H2;4.13;15;
8348;45.7207;0.9493;RCP8.5;H2;5.27;14;
8349;45.722;1.0521;RCP8.5;H2;4.93;14;
8350;45.7231;1.1548;RCP8.5;H2;5.5;14;
8351;45.7241;1.2575;RCP8.5;H2;4.87;14;
8352;45.7251;1.3603;RCP8.5;H2;5.6;14;
8353;45.7259;1.463;RCP8.5;H2;4.18;16;
8354;45.7267;1.5658;RCP8.5;H2;4.1;17;
8355;45.7273;1.6686;RCP8.5;H2;3.08;18;
8356;45.7279;1.7713;RCP8.5;H2;3.2;16;
8357;45.7284;1.8741;RCP8.5;H2;2.2;17;
8358;45.7287;1.9769;RCP8.5;H2;1.9;9;
8359;45.729;2.0796;RCP8.5;H2;0.69;9;
8360;45.7292;2.1824;RCP8.5;H2;0.98;9;
8361;45.7293;2.2852;RCP8.5;H2;0.72;12;
8362;45.7293;2.3879;RCP8.5;H2;0.94;12;
8363;45.7292;2.4907;RCP8.5;H2;1.85;11;
8364;45.729;2.5935;RCP8.5;H2;1.69;10;
8365;45.7287;2.6962;RCP8.5;H2;0.35;10;
8366;45.7284;2.799;RCP8.5;H2;0.92;8;
8367;45.7279;2.9018;RCP8.5;H2;0.5;7;
8368;45.7273;3.0045;RCP8.5;H2;0.55;7;
8369;45.7267;3.1073;RCP8.5;H2;4.75;16;
8370;45.7259;3.21;RCP8.5;H2;6.5;16;
8371;45.7251;3.3128;RCP8.5;H2;5.76;16;
8372;45.7241;3.4156;RCP8.5;H2;5.04;15;
8373;45.7231;3.5183;RCP8.5;H2;6.02;13;
8374;45.722;3.621;RCP8.5;H2;5.42;12;
8375;45.7208;3.7238;RCP8.5;H2;0.4;2;
8376;45.7194;3.8265;RCP8.5;H2;0.1;4;
8377;45.718;3.9292;RCP8.5;H2;2.08;4;
8378;45.7165;4.032;RCP8.5;H2;7.82;16;
8379;45.7149;4.1347;RCP8.5;H2;9.92;18;
8380;45.7132;4.2374;RCP8.5;H2;10.4;20;
8381;45.7114;4.3401;RCP8.5;H2;6.48;21;
8382;45.7096;4.4428;RCP8.5;H2;5.75;20;
8383;45.7076;4.5455;RCP8.5;H2;3.22;19;
8384;45.7055;4.6482;RCP8.5;H2;3.83;26;
8385;45.7034;4.7509;RCP8.5;H2;7.49;30;
8386;45.7011;4.8535;RCP8.5;H2;9.07;42;
8387;45.6988;4.9562;RCP8.5;H2;8.63;41;
8388;45.6963;5.0588;RCP8.5;H2;8.13;37;
8389;45.6938;5.1615;RCP8.5;H2;6.87;28;
8390;45.6911;5.2641;RCP8.5;H2;6.68;24;
