#-----------------------------------------------------------------------------
# Date d'extraction : 23/06/2026 - 11h37 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORTX35;NORTR;
#-----------------------------------------------------------------------------
13799;48.4632;2.715;RCP8.5;H1;2.63;5;
13800;48.4628;2.8231;RCP8.5;H1;2.46;5;
13801;48.4623;2.9313;RCP8.5;H1;2.33;5;
13802;48.4617;3.0394;RCP8.5;H1;2.24;5;
13803;48.461;3.1475;RCP8.5;H1;2.63;6;
13804;48.4603;3.2557;RCP8.5;H1;2.72;7;
13805;48.4594;3.3638;RCP8.5;H1;2.75;7;
13806;48.4584;3.4719;RCP8.5;H1;2.2;6;
13807;48.4573;3.58;RCP8.5;H1;2.15;5;
13808;48.4561;3.6882;RCP8.5;H1;2.46;5;
13809;48.4548;3.7963;RCP8.5;H1;2.38;5;
13810;48.4534;3.9044;RCP8.5;H1;2.35;5;
13811;48.452;4.0125;RCP8.5;H1;2.2;4;
13812;48.4504;4.1205;RCP8.5;H1;2.31;5;
13813;48.4487;4.2286;RCP8.5;H1;2.2;5;
13814;48.4469;4.3367;RCP8.5;H1;2.6;5;
13815;48.445;4.4448;RCP8.5;H1;2.55;5;
13816;48.4431;4.5528;RCP8.5;H1;3.03;5;
13817;48.441;4.6609;RCP8.5;H1;2.56;5;
13818;48.4388;4.7689;RCP8.5;H1;2.5;5;
13819;48.4365;4.877;RCP8.5;H1;2.5;5;
13820;48.4342;4.985;RCP8.5;H1;2.55;5;
13821;48.4317;5.093;RCP8.5;H1;2.33;5;
13822;48.4291;5.201;RCP8.5;H1;2.5;5;
13823;48.4264;5.309;RCP8.5;H1;2.1;5;
13824;48.4237;5.417;RCP8.5;H1;1.43;3;
13825;48.4208;5.525;RCP8.5;H1;1.25;3;
13826;48.4178;5.6329;RCP8.5;H1;1.5;3;
13827;48.4148;5.7409;RCP8.5;H1;1.8;3;
13828;48.4116;5.8488;RCP8.5;H1;1.73;6;
13829;48.4084;5.9567;RCP8.5;H1;1.5;6;
13830;48.405;6.0646;RCP8.5;H1;1.95;6;
13831;48.4015;6.1725;RCP8.5;H1;1.75;5;
13832;48.398;6.2804;RCP8.5;H1;1.95;3;
13833;48.3943;6.3882;RCP8.5;H1;1.44;3;
13834;48.3906;6.4961;RCP8.5;H1;1.35;3;
13835;48.3867;6.6039;RCP8.5;H1;1.45;3;
13836;48.3828;6.7117;RCP8.5;H1;1.33;3;
13837;48.3787;6.8195;RCP8.5;H1;1.2;4;
13838;48.3746;6.9273;RCP8.5;H1;0.97;4;
13839;48.3703;7.0351;RCP8.5;H1;0.55;5;
13840;48.366;7.1428;RCP8.5;H1;0.2;5;
13841;48.3615;7.2506;RCP8.5;H1;0.32;5;
13842;48.357;7.3583;RCP8.5;H1;0.4;6;
13843;48.3523;7.466;RCP8.5;H1;1.23;12;
13844;48.3476;7.5736;RCP8.5;H1;1.52;12;
13845;48.3428;7.6813;RCP8.5;H1;1.52;12;
13846;48.3378;7.7889;RCP8.5;H1;1.44;11;
13873;48.3236;-4.7374;RCP8.5;H1;0.13;1;
13874;48.33;-4.6299;RCP8.5;H1;0.13;1;
13875;48.3363;-4.5225;RCP8.5;H1;0.17;1;
13876;48.3425;-4.415;RCP8.5;H1;0.18;1;
13877;48.3486;-4.3075;RCP8.5;H1;0.17;1;
13878;48.3547;-4.2;RCP8.5;H1;0.13;0;
13879;48.3606;-4.0924;RCP8.5;H1;0.64;0;
13880;48.3664;-3.9848;RCP8.5;H1;0.46;0;
13881;48.3722;-3.8772;RCP8.5;H1;0.36;0;
13882;48.3778;-3.7696;RCP8.5;H1;0.46;0;
13883;48.3833;-3.662;RCP8.5;H1;0.57;0;
13884;48.3888;-3.5543;RCP8.5;H1;0.5;0;
13885;48.3941;-3.4466;RCP8.5;H1;0.5;0;
13886;48.3993;-3.3389;RCP8.5;H1;0.3;0;
13887;48.4045;-3.2311;RCP8.5;H1;0.27;0;
13888;48.4095;-3.1234;RCP8.5;H1;0.3;0;
13889;48.4145;-3.0156;RCP8.5;H1;0.25;0;
13890;48.4193;-2.9078;RCP8.5;H1;0.39;0;
13891;48.424;-2.8;RCP8.5;H1;0.25;1;
13892;48.4287;-2.6921;RCP8.5;H1;0.15;0;
13893;48.4332;-2.5843;RCP8.5;H1;0.15;0;
13894;48.4377;-2.4764;RCP8.5;H1;0.43;0;
13895;48.4421;-2.3685;RCP8.5;H1;0.55;0;
13896;48.4463;-2.2606;RCP8.5;H1;0.55;0;
13897;48.4505;-2.1527;RCP8.5;H1;0.53;0;
13898;48.4545;-2.0447;RCP8.5;H1;0.58;1;
13899;48.4585;-1.9368;RCP8.5;H1;0.61;1;
13900;48.4623;-1.8288;RCP8.5;H1;0.15;0;
13901;48.4661;-1.7208;RCP8.5;H1;0.15;0;
13902;48.4698;-1.6128;RCP8.5;H1;0.18;0;
13903;48.4733;-1.5048;RCP8.5;H1;0.13;1;
13904;48.4768;-1.3967;RCP8.5;H1;0.05;1;
13905;48.4802;-1.2887;RCP8.5;H1;0.48;2;
13906;48.4834;-1.1806;RCP8.5;H1;0.45;2;
13907;48.4866;-1.0725;RCP8.5;H1;0.45;2;
13908;48.4897;-0.9644;RCP8.5;H1;0.53;2;
13909;48.4926;-0.8563;RCP8.5;H1;0.5;1;
13910;48.4955;-0.7482;RCP8.5;H1;0.5;1;
13911;48.4983;-0.6401;RCP8.5;H1;0.52;1;
13912;48.5009;-0.5319;RCP8.5;H1;0.52;1;
13913;48.5035;-0.4238;RCP8.5;H1;0.69;4;
13914;48.506;-0.3156;RCP8.5;H1;0.75;4;
13915;48.5084;-0.2074;RCP8.5;H1;0.68;3;
13916;48.5107;-0.0993;RCP8.5;H1;0.9;2;
13917;48.5128;0.0089;RCP8.5;H1;0.83;2;
13918;48.5149;0.1171;RCP8.5;H1;0.9;3;
13919;48.5169;0.2253;RCP8.5;H1;0.89;3;
13920;48.5188;0.3336;RCP8.5;H1;0.97;3;
13921;48.5206;0.4418;RCP8.5;H1;0.98;4;
13922;48.5222;0.55;RCP8.5;H1;0.93;4;
13923;48.5238;0.6583;RCP8.5;H1;0.97;4;
13924;48.5253;0.7665;RCP8.5;H1;1;4;
13925;48.5267;0.8748;RCP8.5;H1;0.9;4;
13926;48.528;0.983;RCP8.5;H1;1.52;2;
13927;48.5292;1.0913;RCP8.5;H1;1.48;4;
13928;48.5303;1.1995;RCP8.5;H1;1.4;2;
13929;48.5313;1.3078;RCP8.5;H1;1.4;2;
13930;48.5322;1.4161;RCP8.5;H1;1.77;3;
13931;48.533;1.5244;RCP8.5;H1;1.94;4;
13932;48.5336;1.6326;RCP8.5;H1;1.95;4;
13933;48.5342;1.7409;RCP8.5;H1;1.94;4;
13934;48.5347;1.8492;RCP8.5;H1;1.71;4;
13935;48.5351;1.9575;RCP8.5;H1;1.86;6;
13936;48.5354;2.0658;RCP8.5;H1;2.02;7;
13937;48.5356;2.1741;RCP8.5;H1;2.07;7;
13938;48.5357;2.2824;RCP8.5;H1;2.12;7;
13939;48.5357;2.3907;RCP8.5;H1;2.3;7;
13940;48.5356;2.4989;RCP8.5;H1;2.23;5;
13941;48.5354;2.6072;RCP8.5;H1;2.27;5;
13942;48.5351;2.7155;RCP8.5;H1;2.24;5;
13943;48.5347;2.8238;RCP8.5;H1;2.1;4;
13944;48.5343;2.9321;RCP8.5;H1;2.15;4;
13945;48.5337;3.0404;RCP8.5;H1;2.24;5;
13946;48.533;3.1487;RCP8.5;H1;2.35;5;
13947;48.5322;3.2569;RCP8.5;H1;2.38;5;
13948;48.5313;3.3652;RCP8.5;H1;2.37;5;
13949;48.5303;3.4735;RCP8.5;H1;2.21;6;
13950;48.5292;3.5818;RCP8.5;H1;2.3;6;
13951;48.528;3.69;RCP8.5;H1;2.33;5;
13952;48.5267;3.7983;RCP8.5;H1;2.18;5;
13953;48.5253;3.9065;RCP8.5;H1;2.45;5;
13954;48.5239;4.0148;RCP8.5;H1;2.33;4;
13955;48.5223;4.123;RCP8.5;H1;2.44;5;
13956;48.5206;4.2312;RCP8.5;H1;2.42;5;
13957;48.5188;4.3395;RCP8.5;H1;2.42;5;
13958;48.5169;4.4477;RCP8.5;H1;2.54;5;
13959;48.5149;4.5559;RCP8.5;H1;2.87;5;
13960;48.5129;4.6641;RCP8.5;H1;2.6;5;
13961;48.5107;4.7723;RCP8.5;H1;2.5;5;
13962;48.5084;4.8805;RCP8.5;H1;2.44;5;
13963;48.506;4.9886;RCP8.5;H1;2.38;5;
13964;48.5036;5.0968;RCP8.5;H1;2.46;5;
13965;48.501;5.2049;RCP8.5;H1;2.19;5;
13966;48.4983;5.3131;RCP8.5;H1;1.71;3;
13967;48.4955;5.4212;RCP8.5;H1;1.62;3;
13968;48.4927;5.5293;RCP8.5;H1;1.52;3;
13969;48.4897;5.6374;RCP8.5;H1;1.42;3;
13970;48.4866;5.7455;RCP8.5;H1;1.81;3;
13971;48.4835;5.8536;RCP8.5;H1;1.74;3;
13972;48.4802;5.9617;RCP8.5;H1;1.43;5;
13973;48.4768;6.0697;RCP8.5;H1;1.73;5;
13974;48.4734;6.1778;RCP8.5;H1;1.79;5;
13975;48.4698;6.2858;RCP8.5;H1;1.79;5;
13976;48.4661;6.3938;RCP8.5;H1;1.8;5;
13977;48.4624;6.5018;RCP8.5;H1;1.83;5;
13978;48.4585;6.6098;RCP8.5;H1;1.7;5;
13979;48.4546;6.7178;RCP8.5;H1;1.7;5;
13980;48.4505;6.8257;RCP8.5;H1;1.56;5;
13981;48.4464;6.9336;RCP8.5;H1;0.77;4;
13982;48.4421;7.0415;RCP8.5;H1;0.33;5;
13983;48.4378;7.1494;RCP8.5;H1;0.2;4;
13984;48.4333;7.2573;RCP8.5;H1;0;4;
13985;48.4288;7.3652;RCP8.5;H1;0.13;4;
13986;48.4241;7.473;RCP8.5;H1;1.27;11;
13987;48.4194;7.5808;RCP8.5;H1;1.46;12;
13988;48.4145;7.6886;RCP8.5;H1;1.48;12;
13989;48.4096;7.7964;RCP8.5;H1;1.5;12;
14014;48.3821;-4.9622;RCP8.5;H1;0.07;0;
14016;48.3952;-4.7471;RCP8.5;H1;0.07;0;
14017;48.4016;-4.6395;RCP8.5;H1;0.12;0;
14018;48.408;-4.5319;RCP8.5;H1;0.15;0;
14019;48.4142;-4.4243;RCP8.5;H1;0.13;0;
14020;48.4203;-4.3166;RCP8.5;H1;0.17;0;
14021;48.4263;-4.209;RCP8.5;H1;0.12;0;
14022;48.4323;-4.1012;RCP8.5;H1;0.07;0;
14023;48.4381;-3.9935;RCP8.5;H1;0.07;0;
14024;48.4439;-3.8858;RCP8.5;H1;0.39;0;
14025;48.4495;-3.778;RCP8.5;H1;0.36;0;
14026;48.455;-3.6702;RCP8.5;H1;0.43;0;
14027;48.4605;-3.5624;RCP8.5;H1;0.4;0;
14028;48.4658;-3.4545;RCP8.5;H1;0.35;0;
14029;48.4711;-3.3467;RCP8.5;H1;0.3;0;
14030;48.4762;-3.2388;RCP8.5;H1;0.27;0;
14031;48.4813;-3.1309;RCP8.5;H1;0.42;1;
14032;48.4862;-3.023;RCP8.5;H1;0.35;0;
14033;48.4911;-2.915;RCP8.5;H1;0.33;0;
14034;48.4958;-2.807;RCP8.5;H1;0.15;0;
14035;48.5005;-2.6991;RCP8.5;H1;0.15;1;
14036;48.505;-2.5911;RCP8.5;H1;0.33;0;
14037;48.5095;-2.483;RCP8.5;H1;0.35;0;
14038;48.5138;-2.375;RCP8.5;H1;0.32;0;
14039;48.5181;-2.2669;RCP8.5;H1;0.39;0;
14040;48.5223;-2.1589;RCP8.5;H1;0.33;0;
14041;48.5263;-2.0508;RCP8.5;H1;0.4;0;
14042;48.5303;-1.9426;RCP8.5;H1;0.43;1;
14043;48.5342;-1.8345;RCP8.5;H1;0.23;1;
14044;48.5379;-1.7264;RCP8.5;H1;0.15;1;
14045;48.5416;-1.6182;RCP8.5;H1;0.14;0;
14046;48.5452;-1.51;RCP8.5;H1;0.07;2;
14047;48.5486;-1.4019;RCP8.5;H1;0.07;1;
14048;48.552;-1.2937;RCP8.5;H1;0.05;1;
14049;48.5553;-1.1854;RCP8.5;H1;0.12;1;
14050;48.5584;-1.0772;RCP8.5;H1;0.12;1;
14051;48.5615;-0.969;RCP8.5;H1;0.12;1;
14052;48.5645;-0.8607;RCP8.5;H1;0.13;1;
14053;48.5674;-0.7524;RCP8.5;H1;0.13;1;
14054;48.5701;-0.6442;RCP8.5;H1;0.45;1;
14055;48.5728;-0.5359;RCP8.5;H1;0.42;1;
14056;48.5754;-0.4276;RCP8.5;H1;0.45;0;
14057;48.5779;-0.3193;RCP8.5;H1;0.43;1;
14058;48.5803;-0.2109;RCP8.5;H1;0.43;0;
14059;48.5825;-0.1026;RCP8.5;H1;0.83;2;
14060;48.5847;0.0057;RCP8.5;H1;0.76;2;
14061;48.5868;0.1141;RCP8.5;H1;0.83;2;
14062;48.5888;0.2224;RCP8.5;H1;0.85;3;
14063;48.5907;0.3308;RCP8.5;H1;0.97;4;
14064;48.5925;0.4392;RCP8.5;H1;0.97;4;
14065;48.5941;0.5476;RCP8.5;H1;0.93;3;
14066;48.5957;0.6559;RCP8.5;H1;0.93;3;
14067;48.5972;0.7643;RCP8.5;H1;0.93;4;
14068;48.5986;0.8727;RCP8.5;H1;1.52;2;
14069;48.5999;0.9811;RCP8.5;H1;1.5;2;
14070;48.6011;1.0895;RCP8.5;H1;1.33;2;
14071;48.6022;1.198;RCP8.5;H1;1.4;2;
14072;48.6032;1.3064;RCP8.5;H1;1.6;3;
14073;48.6041;1.4148;RCP8.5;H1;1.68;4;
14074;48.6049;1.5232;RCP8.5;H1;1.89;4;
14075;48.6056;1.6317;RCP8.5;H1;1.89;4;
14076;48.6062;1.7401;RCP8.5;H1;1.58;4;
14077;48.6067;1.8485;RCP8.5;H1;1.55;4;
14078;48.6071;1.957;RCP8.5;H1;1.86;4;
14079;48.6073;2.0654;RCP8.5;H1;2.05;7;
14080;48.6075;2.1738;RCP8.5;H1;2.1;7;
14081;48.6076;2.2823;RCP8.5;H1;2.13;12;
14082;48.6076;2.3907;RCP8.5;H1;1.96;12;
14083;48.6076;2.4992;RCP8.5;H1;2.12;12;
14084;48.6074;2.6076;RCP8.5;H1;2.2;5;
14085;48.6071;2.716;RCP8.5;H1;2.17;5;
14086;48.6067;2.8245;RCP8.5;H1;2.1;4;
14087;48.6062;2.9329;RCP8.5;H1;2.13;4;
14088;48.6056;3.0414;RCP8.5;H1;2.35;5;
14089;48.6049;3.1498;RCP8.5;H1;2.32;5;
14090;48.6041;3.2582;RCP8.5;H1;2.18;5;
14091;48.6032;3.3666;RCP8.5;H1;2.29;5;
14092;48.6022;3.4751;RCP8.5;H1;2.24;5;
14093;48.6011;3.5835;RCP8.5;H1;2.2;4;
14094;48.5999;3.6919;RCP8.5;H1;2.25;5;
14095;48.5986;3.8003;RCP8.5;H1;2.26;5;
14096;48.5972;3.9087;RCP8.5;H1;2.17;4;
14097;48.5958;4.0171;RCP8.5;H1;2.25;4;
14098;48.5942;4.1255;RCP8.5;H1;2.37;5;
14099;48.5925;4.2338;RCP8.5;H1;2.33;5;
14100;48.5907;4.3422;RCP8.5;H1;2.04;4;
14101;48.5888;4.4506;RCP8.5;H1;2.15;5;
14102;48.5868;4.5589;RCP8.5;H1;2.1;4;
14103;48.5847;4.6673;RCP8.5;H1;2.6;6;
14104;48.5826;4.7756;RCP8.5;H1;2.57;6;
14105;48.5803;4.884;RCP8.5;H1;2.76;5;
14106;48.5779;4.9923;RCP8.5;H1;2.33;5;
14107;48.5754;5.1006;RCP8.5;H1;2.52;5;
14108;48.5729;5.2089;RCP8.5;H1;1.92;3;
14109;48.5702;5.3172;RCP8.5;H1;1.85;3;
14110;48.5674;5.4255;RCP8.5;H1;1.8;3;
14111;48.5645;5.5337;RCP8.5;H1;1.71;3;
14112;48.5616;5.642;RCP8.5;H1;1.95;3;
14113;48.5585;5.7502;RCP8.5;H1;2.06;5;
14114;48.5553;5.8585;RCP8.5;H1;2.21;5;
14115;48.552;5.9667;RCP8.5;H1;1.49;5;
14116;48.5487;6.0749;RCP8.5;H1;1.77;5;
14117;48.5452;6.1831;RCP8.5;H1;1.85;5;
14118;48.5416;6.2912;RCP8.5;H1;1.73;5;
14119;48.538;6.3994;RCP8.5;H1;1.85;5;
14120;48.5342;6.5075;RCP8.5;H1;2.13;5;
14121;48.5303;6.6157;RCP8.5;H1;1.9;5;
14122;48.5264;6.7238;RCP8.5;H1;1.71;5;
14123;48.5223;6.8319;RCP8.5;H1;1.03;3;
14124;48.5182;6.94;RCP8.5;H1;0.58;4;
14125;48.5139;7.048;RCP8.5;H1;0.17;5;
14126;48.5095;7.1561;RCP8.5;H1;0.13;4;
14127;48.5051;7.2641;RCP8.5;H1;0.43;5;
14128;48.5005;7.3721;RCP8.5;H1;0.62;6;
14129;48.4959;7.4801;RCP8.5;H1;1.4;10;
14130;48.4911;7.588;RCP8.5;H1;1.46;12;
14131;48.4863;7.696;RCP8.5;H1;1.52;12;
14132;48.4813;7.8039;RCP8.5;H1;1.69;12;
14159;48.4668;-4.7568;RCP8.5;H1;0.07;0;
14160;48.4733;-4.6491;RCP8.5;H1;0.07;0;
14161;48.4796;-4.5414;RCP8.5;H1;0.14;0;
14162;48.4858;-4.4336;RCP8.5;H1;0.13;0;
14163;48.492;-4.3258;RCP8.5;H1;0.13;0;
14164;48.498;-4.218;RCP8.5;H1;0.1;0;
14165;48.504;-4.1101;RCP8.5;H1;0.09;0;
14166;48.5098;-4.0022;RCP8.5;H1;0.07;0;
14167;48.5155;-3.8943;RCP8.5;H1;0.05;0;
14168;48.5212;-3.7864;RCP8.5;H1;0.05;0;
14169;48.5267;-3.6785;RCP8.5;H1;0.05;0;
14170;48.5322;-3.5705;RCP8.5;H1;0.05;0;
14171;48.5375;-3.4625;RCP8.5;H1;0.23;0;
14172;48.5428;-3.3545;RCP8.5;H1;0.23;0;
14173;48.5479;-3.2465;RCP8.5;H1;0.2;0;
14174;48.553;-3.1384;RCP8.5;H1;0.23;0;
14175;48.558;-3.0303;RCP8.5;H1;0.2;0;
14176;48.5628;-2.9222;RCP8.5;H1;0.12;0;
14177;48.5676;-2.8141;RCP8.5;H1;0.13;0;
14178;48.5722;-2.706;RCP8.5;H1;0.18;1;
14179;48.5768;-2.5978;RCP8.5;H1;0.39;0;
14180;48.5813;-2.4897;RCP8.5;H1;0.35;0;
14181;48.5856;-2.3815;RCP8.5;H1;0.35;0;
14182;48.5899;-2.2733;RCP8.5;H1;0.32;0;
14183;48.5941;-2.1651;RCP8.5;H1;0.38;1;
14184;48.5981;-2.0568;RCP8.5;H1;0.15;1;
14185;48.6021;-1.9486;RCP8.5;H1;0.17;1;
14186;48.606;-1.8403;RCP8.5;H1;0.25;1;
14187;48.6097;-1.732;RCP8.5;H1;0.25;1;
14188;48.6134;-1.6237;RCP8.5;H1;0.2;1;
14189;48.617;-1.5154;RCP8.5;H1;0.18;1;
14190;48.6205;-1.407;RCP8.5;H1;0.12;1;
14191;48.6238;-1.2987;RCP8.5;H1;0.1;1;
14192;48.6271;-1.1903;RCP8.5;H1;0.12;1;
14193;48.6303;-1.0819;RCP8.5;H1;0.12;1;
14194;48.6334;-0.9735;RCP8.5;H1;0.12;1;
14195;48.6363;-0.8651;RCP8.5;H1;0.12;1;
14196;48.6392;-0.7567;RCP8.5;H1;0.46;0;
14197;48.642;-0.6483;RCP8.5;H1;0.4;1;
14198;48.6447;-0.5398;RCP8.5;H1;0.42;1;
14199;48.6473;-0.4314;RCP8.5;H1;0.4;0;
14200;48.6497;-0.3229;RCP8.5;H1;0.46;0;
14201;48.6521;-0.2145;RCP8.5;H1;0.53;0;
14202;48.6544;-0.106;RCP8.5;H1;0.85;2;
14203;48.6566;0.0025;RCP8.5;H1;0.89;2;
14204;48.6587;0.111;RCP8.5;H1;0.85;3;
14205;48.6607;0.2195;RCP8.5;H1;0.85;2;
14206;48.6626;0.328;RCP8.5;H1;0.85;3;
14207;48.6644;0.4366;RCP8.5;H1;0.83;3;
14208;48.666;0.5451;RCP8.5;H1;0.92;3;
14209;48.6676;0.6536;RCP8.5;H1;0.97;3;
14210;48.6691;0.7622;RCP8.5;H1;1;4;
14211;48.6705;0.8707;RCP8.5;H1;1.57;3;
14212;48.6718;0.9793;RCP8.5;H1;1.6;3;
14213;48.673;1.0878;RCP8.5;H1;1.32;2;
14214;48.6741;1.1964;RCP8.5;H1;1.33;2;
14215;48.6751;1.305;RCP8.5;H1;1.54;3;
14216;48.676;1.4135;RCP8.5;H1;1.62;3;
14217;48.6768;1.5221;RCP8.5;H1;1.88;4;
14218;48.6775;1.6307;RCP8.5;H1;1.48;3;
14219;48.6781;1.7393;RCP8.5;H1;1.44;3;
14220;48.6786;1.8479;RCP8.5;H1;1.48;4;
14221;48.679;1.9564;RCP8.5;H1;1.55;4;
14222;48.6793;2.065;RCP8.5;H1;1.73;4;
14223;48.6795;2.1736;RCP8.5;H1;1.61;11;
14224;48.6796;2.2822;RCP8.5;H1;2.2;7;
14225;48.6796;2.3908;RCP8.5;H1;2.06;12;
14226;48.6795;2.4994;RCP8.5;H1;2.08;12;
14227;48.6793;2.608;RCP8.5;H1;2.08;7;
14228;48.679;2.7166;RCP8.5;H1;2.1;7;
14229;48.6786;2.8252;RCP8.5;H1;2.03;7;
14230;48.6781;2.9337;RCP8.5;H1;2.25;4;
14231;48.6775;3.0423;RCP8.5;H1;2.22;4;
14232;48.6768;3.1509;RCP8.5;H1;2.29;5;
14233;48.676;3.2595;RCP8.5;H1;2.15;5;
14234;48.6751;3.3681;RCP8.5;H1;2.3;5;
14235;48.6741;3.4766;RCP8.5;H1;2.15;4;
14236;48.673;3.5852;RCP8.5;H1;2.2;4;
14237;48.6718;3.6938;RCP8.5;H1;2.2;4;
14238;48.6705;3.8023;RCP8.5;H1;2.17;5;
14239;48.6691;3.9109;RCP8.5;H1;2.13;4;
14240;48.6677;4.0194;RCP8.5;H1;2.03;4;
14241;48.6661;4.1279;RCP8.5;H1;2.25;4;
14242;48.6644;4.2365;RCP8.5;H1;2.26;4;
14243;48.6626;4.345;RCP8.5;H1;1.93;4;
14244;48.6607;4.4535;RCP8.5;H1;1.98;4;
14245;48.6587;4.562;RCP8.5;H1;2.1;4;
14246;48.6566;4.6705;RCP8.5;H1;2.53;6;
14247;48.6544;4.779;RCP8.5;H1;2.55;5;
14248;48.6522;4.8875;RCP8.5;H1;2.58;6;
14249;48.6498;4.996;RCP8.5;H1;2.31;4;
14250;48.6473;5.1044;RCP8.5;H1;2.2;4;
14251;48.6447;5.2129;RCP8.5;H1;2.03;3;
14252;48.642;5.3213;RCP8.5;H1;1.87;3;
14253;48.6393;5.4297;RCP8.5;H1;1.68;3;
14254;48.6364;5.5381;RCP8.5;H1;1.68;3;
14255;48.6334;5.6466;RCP8.5;H1;2.12;3;
14256;48.6303;5.7549;RCP8.5;H1;2.03;5;
14257;48.6272;5.8633;RCP8.5;H1;2.38;5;
14258;48.6239;5.9717;RCP8.5;H1;1.85;5;
14259;48.6205;6.08;RCP8.5;H1;1.83;5;
14260;48.617;6.1884;RCP8.5;H1;1.96;6;
14261;48.6135;6.2967;RCP8.5;H1;1.92;6;
14262;48.6098;6.405;RCP8.5;H1;1.95;6;
14263;48.606;6.5133;RCP8.5;H1;1.92;6;
14264;48.6022;6.6216;RCP8.5;H1;1.73;5;
14265;48.5982;6.7298;RCP8.5;H1;1.77;5;
14266;48.5941;6.8381;RCP8.5;H1;1.05;3;
14267;48.59;6.9463;RCP8.5;H1;0.8;3;
14268;48.5857;7.0545;RCP8.5;H1;0.77;7;
14269;48.5813;7.1627;RCP8.5;H1;0.2;9;
14270;48.5769;7.2709;RCP8.5;H1;0.1;4;
14271;48.5723;7.379;RCP8.5;H1;0.97;9;
14272;48.5676;7.4872;RCP8.5;H1;1.4;10;
14273;48.5629;7.5953;RCP8.5;H1;1.52;11;
14274;48.558;7.7034;RCP8.5;H1;1.48;12;
14275;48.5531;7.8114;RCP8.5;H1;1.61;12;
14302;48.5385;-4.7666;RCP8.5;H1;0.05;0;
14303;48.5449;-4.6587;RCP8.5;H1;0.03;0;
14304;48.5512;-4.5508;RCP8.5;H1;0.03;0;
14305;48.5575;-4.4429;RCP8.5;H1;0.07;0;
14306;48.5636;-4.335;RCP8.5;H1;0.07;0;
14307;48.5697;-4.227;RCP8.5;H1;0.07;0;
14308;48.5756;-4.119;RCP8.5;H1;0.03;0;
14309;48.5815;-4.011;RCP8.5;H1;0.03;0;
14310;48.5872;-3.9029;RCP8.5;H1;0.03;0;
14311;48.5929;-3.7949;RCP8.5;H1;0.07;0;
14312;48.5984;-3.6868;RCP8.5;H1;0.05;0;
14313;48.6039;-3.5786;RCP8.5;H1;0.23;0;
14314;48.6093;-3.4705;RCP8.5;H1;0.23;0;
14315;48.6145;-3.3624;RCP8.5;H1;0.27;0;
14316;48.6197;-3.2542;RCP8.5;H1;0.27;0;
14317;48.6247;-3.146;RCP8.5;H1;0.25;0;
14318;48.6297;-3.0377;RCP8.5;H1;0.25;0;
14319;48.6346;-2.9295;RCP8.5;H1;0.15;0;
14320;48.6393;-2.8212;RCP8.5;H1;0.2;1;
14323;48.653;-2.4963;RCP8.5;H1;0.46;1;
14324;48.6574;-2.388;RCP8.5;H1;0.39;1;
14325;48.6617;-2.2796;RCP8.5;H1;0.4;1;
14328;48.6739;-1.9545;RCP8.5;H1;0.23;1;
14329;48.6778;-1.846;RCP8.5;H1;0.23;1;
14332;48.6888;-1.5207;RCP8.5;H1;0.12;1;
14333;48.6923;-1.4122;RCP8.5;H1;0.12;1;
14334;48.6957;-1.3037;RCP8.5;H1;0.08;1;
14335;48.6989;-1.1952;RCP8.5;H1;0.12;1;
14336;48.7021;-1.0866;RCP8.5;H1;0.14;1;
14337;48.7052;-0.9781;RCP8.5;H1;0.14;1;
14338;48.7082;-0.8696;RCP8.5;H1;0.1;1;
14339;48.7111;-0.761;RCP8.5;H1;0.47;0;
14340;48.7139;-0.6524;RCP8.5;H1;0.47;0;
14341;48.7165;-0.5438;RCP8.5;H1;0.45;0;
14342;48.7191;-0.4352;RCP8.5;H1;0.43;0;
14343;48.7216;-0.3266;RCP8.5;H1;0.42;0;
14344;48.724;-0.218;RCP8.5;H1;0.57;0;
14345;48.7263;-0.1094;RCP8.5;H1;0.7;1;
14346;48.7285;-0.0007;RCP8.5;H1;0.69;1;
14347;48.7306;0.1079;RCP8.5;H1;0.61;1;
14348;48.7326;0.2166;RCP8.5;H1;0.6;1;
14349;48.7344;0.3252;RCP8.5;H1;0.63;1;
14350;48.7362;0.4339;RCP8.5;H1;0.63;1;
14351;48.7379;0.5426;RCP8.5;H1;0.72;1;
14352;48.7395;0.6513;RCP8.5;H1;0.63;1;
14353;48.741;0.76;RCP8.5;H1;1;4;
14354;48.7424;0.8687;RCP8.5;H1;0.9;2;
14355;48.7437;0.9774;RCP8.5;H1;1.02;2;
14356;48.7449;1.0861;RCP8.5;H1;1.05;2;
14357;48.746;1.1948;RCP8.5;H1;1.44;3;
14358;48.747;1.3035;RCP8.5;H1;1.52;3;
