#-----------------------------------------------------------------------------
# Date d'extraction : 23/06/2026 - 11h30 loc.
#-----------------------------------------------------------------------------
# Producteur : MF
# Experience : Explore2-HydroEau-Adamont-2024_distribution
# Modele     : Q50_SIM2
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORSWIAV : Indicateur moyen d'humidité des sols
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORSWIAV;
#-----------------------------------------------------------------------------
4643;43.8586;2.2869;RCP4.5;H1;0.55;
4644;43.8586;2.3863;RCP4.5;H1;0.6;
4645;43.8585;2.4857;RCP4.5;H1;0.61;
4646;43.8583;2.585;RCP4.5;H1;0.62;
4647;43.858;2.6844;RCP4.5;H1;0.56;
4648;43.8577;2.7838;RCP4.5;H1;0.56;
4649;43.8572;2.8832;RCP4.5;H1;0.55;
4650;43.8567;2.9826;RCP4.5;H1;0.56;
4651;43.856;3.082;RCP4.5;H1;0.59;
4652;43.8553;3.1814;RCP4.5;H1;0.64;
4653;43.8545;3.2807;RCP4.5;H1;0.73;
4654;43.8536;3.3801;RCP4.5;H1;0.75;
4655;43.8526;3.4795;RCP4.5;H1;0.72;
4656;43.8515;3.5788;RCP4.5;H1;0.7;
4657;43.8503;3.6782;RCP4.5;H1;0.58;
4658;43.849;3.7776;RCP4.5;H1;0.6;
4659;43.8477;3.8769;RCP4.5;H1;0.61;
4660;43.8462;3.9763;RCP4.5;H1;0.58;
4661;43.8447;4.0756;RCP4.5;H1;0.57;
4662;43.843;4.1749;RCP4.5;H1;0.45;
4663;43.8413;4.2743;RCP4.5;H1;0.45;
4664;43.8395;4.3736;RCP4.5;H1;0.46;
4665;43.8376;4.4729;RCP4.5;H1;0.52;
4666;43.8356;4.5722;RCP4.5;H1;0.51;
4667;43.8335;4.6715;RCP4.5;H1;0.36;
4668;43.8313;4.7708;RCP4.5;H1;0.37;
4669;43.8291;4.8701;RCP4.5;H1;0.38;
4670;43.8267;4.9694;RCP4.5;H1;0.39;
4671;43.8242;5.0687;RCP4.5;H1;0.45;
4672;43.8217;5.168;RCP4.5;H1;0.49;
4673;43.8191;5.2672;RCP4.5;H1;0.49;
4674;43.8163;5.3665;RCP4.5;H1;0.48;
4675;43.8135;5.4657;RCP4.5;H1;0.52;
4676;43.8106;5.5649;RCP4.5;H1;0.55;
4677;43.8076;5.6641;RCP4.5;H1;0.53;
4678;43.8045;5.7634;RCP4.5;H1;0.54;
4679;43.8013;5.8625;RCP4.5;H1;0.43;
4680;43.7981;5.9617;RCP4.5;H1;0.45;
4681;43.7947;6.0609;RCP4.5;H1;0.52;
4682;43.7913;6.1601;RCP4.5;H1;0.51;
4683;43.7877;6.2592;RCP4.5;H1;0.51;
4684;43.7841;6.3584;RCP4.5;H1;0.55;
4685;43.7804;6.4575;RCP4.5;H1;0.59;
4686;43.7766;6.5566;RCP4.5;H1;0.61;
4687;43.7726;6.6557;RCP4.5;H1;0.65;
4688;43.7687;6.7548;RCP4.5;H1;0.67;
4689;43.7646;6.8538;RCP4.5;H1;0.66;
4690;43.7604;6.9529;RCP4.5;H1;0.61;
4691;43.7561;7.0519;RCP4.5;H1;0.64;
4692;43.7518;7.151;RCP4.5;H1;0.56;
4693;43.7473;7.25;RCP4.5;H1;0.52;
4694;43.7428;7.349;RCP4.5;H1;0.54;
4695;43.7382;7.4479;RCP4.5;H1;0.54;
4749;43.8665;-1.3925;RCP4.5;H1;0.73;
4750;43.8699;-1.2932;RCP4.5;H1;0.72;
4751;43.8731;-1.1939;RCP4.5;H1;0.71;
4752;43.8763;-1.0945;RCP4.5;H1;0.71;
4753;43.8794;-0.9952;RCP4.5;H1;0.71;
4754;43.8824;-0.8959;RCP4.5;H1;0.7;
4755;43.8853;-0.7965;RCP4.5;H1;0.68;
4756;43.8882;-0.6972;RCP4.5;H1;0.63;
4757;43.8909;-0.5978;RCP4.5;H1;0.62;
4758;43.8935;-0.4984;RCP4.5;H1;0.62;
4759;43.8961;-0.399;RCP4.5;H1;0.62;
4760;43.8985;-0.2996;RCP4.5;H1;0.56;
4761;43.9009;-0.2002;RCP4.5;H1;0.58;
4762;43.9032;-0.1008;RCP4.5;H1;0.6;
4763;43.9054;-0.0014;RCP4.5;H1;0.61;
4764;43.9075;0.0981;RCP4.5;H1;0.61;
4765;43.9095;0.1975;RCP4.5;H1;0.62;
4766;43.9114;0.297;RCP4.5;H1;0.54;
4767;43.9132;0.3964;RCP4.5;H1;0.55;
4768;43.9149;0.4959;RCP4.5;H1;0.57;
4769;43.9166;0.5953;RCP4.5;H1;0.51;
4770;43.9181;0.6948;RCP4.5;H1;0.54;
4771;43.9196;0.7943;RCP4.5;H1;0.53;
4772;43.9209;0.8937;RCP4.5;H1;0.53;
4773;43.9222;0.9932;RCP4.5;H1;0.52;
4774;43.9234;1.0927;RCP4.5;H1;0.49;
4775;43.9245;1.1922;RCP4.5;H1;0.46;
4776;43.9255;1.2917;RCP4.5;H1;0.48;
4777;43.9264;1.3912;RCP4.5;H1;0.51;
4778;43.9272;1.4907;RCP4.5;H1;0.54;
4779;43.928;1.5902;RCP4.5;H1;0.56;
4780;43.9286;1.6897;RCP4.5;H1;0.55;
4781;43.9291;1.7892;RCP4.5;H1;0.51;
4782;43.9296;1.8888;RCP4.5;H1;0.56;
4783;43.93;1.9883;RCP4.5;H1;0.54;
4784;43.9302;2.0878;RCP4.5;H1;0.53;
4785;43.9304;2.1873;RCP4.5;H1;0.56;
4786;43.9305;2.2868;RCP4.5;H1;0.55;
4787;43.9305;2.3863;RCP4.5;H1;0.55;
4788;43.9304;2.4858;RCP4.5;H1;0.55;
4789;43.9302;2.5854;RCP4.5;H1;0.52;
4790;43.93;2.6849;RCP4.5;H1;0.56;
4791;43.9296;2.7844;RCP4.5;H1;0.55;
4792;43.9291;2.8839;RCP4.5;H1;0.53;
4793;43.9286;2.9834;RCP4.5;H1;0.61;
4794;43.928;3.0829;RCP4.5;H1;0.69;
4795;43.9272;3.1824;RCP4.5;H1;0.69;
4796;43.9264;3.2819;RCP4.5;H1;0.73;
4797;43.9255;3.3814;RCP4.5;H1;0.76;
4798;43.9245;3.4809;RCP4.5;H1;0.76;
4799;43.9234;3.5804;RCP4.5;H1;0.72;
4800;43.9222;3.6799;RCP4.5;H1;0.59;
4801;43.921;3.7794;RCP4.5;H1;0.58;
4802;43.9196;3.8789;RCP4.5;H1;0.62;
4803;43.9181;3.9783;RCP4.5;H1;0.57;
4804;43.9166;4.0778;RCP4.5;H1;0.54;
4805;43.9149;4.1773;RCP4.5;H1;0.55;
4806;43.9132;4.2767;RCP4.5;H1;0.53;
4807;43.9114;4.3762;RCP4.5;H1;0.44;
4808;43.9095;4.4756;RCP4.5;H1;0.45;
4809;43.9075;4.5751;RCP4.5;H1;0.49;
4810;43.9054;4.6745;RCP4.5;H1;0.47;
4811;43.9032;4.7739;RCP4.5;H1;0.4;
4812;43.9009;4.8733;RCP4.5;H1;0.45;
4813;43.8986;4.9728;RCP4.5;H1;0.45;
4814;43.8961;5.0722;RCP4.5;H1;0.41;
4815;43.8936;5.1715;RCP4.5;H1;0.47;
4816;43.8909;5.2709;RCP4.5;H1;0.51;
4817;43.8882;5.3703;RCP4.5;H1;0.51;
4818;43.8854;5.4697;RCP4.5;H1;0.53;
4819;43.8825;5.569;RCP4.5;H1;0.54;
4820;43.8795;5.6684;RCP4.5;H1;0.54;
4821;43.8764;5.7677;RCP4.5;H1;0.52;
4822;43.8732;5.867;RCP4.5;H1;0.46;
4823;43.8699;5.9663;RCP4.5;H1;0.47;
4824;43.8665;6.0656;RCP4.5;H1;0.54;
4825;43.8631;6.1649;RCP4.5;H1;0.54;
4826;43.8595;6.2642;RCP4.5;H1;0.6;
4827;43.8559;6.3634;RCP4.5;H1;0.61;
4828;43.8522;6.4627;RCP4.5;H1;0.62;
4829;43.8484;6.5619;RCP4.5;H1;0.62;
4830;43.8445;6.6611;RCP4.5;H1;0.64;
4831;43.8405;6.7604;RCP4.5;H1;0.65;
4832;43.8364;6.8595;RCP4.5;H1;0.64;
4833;43.8322;6.9587;RCP4.5;H1;0.63;
4834;43.8279;7.0579;RCP4.5;H1;0.61;
4835;43.8235;7.157;RCP4.5;H1;0.6;
4836;43.8191;7.2562;RCP4.5;H1;0.57;
4837;43.8146;7.3553;RCP4.5;H1;0.57;
4838;43.8099;7.4544;RCP4.5;H1;0.57;
4839;43.8052;7.5535;RCP4.5;H1;0.55;
4892;43.9383;-1.3972;RCP4.5;H1;0.71;
4893;43.9417;-1.2978;RCP4.5;H1;0.69;
4894;43.945;-1.1983;RCP4.5;H1;0.7;
4895;43.9482;-1.0989;RCP4.5;H1;0.71;
4896;43.9513;-0.9994;RCP4.5;H1;0.71;
4897;43.9543;-0.9;RCP4.5;H1;0.71;
4898;43.9572;-0.8005;RCP4.5;H1;0.7;
4899;43.96;-0.701;RCP4.5;H1;0.65;
4900;43.9628;-0.6015;RCP4.5;H1;0.66;
4901;43.9654;-0.502;RCP4.5;H1;0.61;
4902;43.968;-0.4025;RCP4.5;H1;0.6;
4903;43.9704;-0.303;RCP4.5;H1;0.62;
4904;43.9728;-0.2034;RCP4.5;H1;0.57;
4905;43.9751;-0.1039;RCP4.5;H1;0.6;
4906;43.9773;-0.0043;RCP4.5;H1;0.58;
4907;43.9793;0.0952;RCP4.5;H1;0.6;
4908;43.9814;0.1948;RCP4.5;H1;0.55;
4909;43.9833;0.2944;RCP4.5;H1;0.53;
4910;43.9851;0.3939;RCP4.5;H1;0.55;
4911;43.9868;0.4935;RCP4.5;H1;0.57;
4912;43.9885;0.5931;RCP4.5;H1;0.56;
4913;43.99;0.6927;RCP4.5;H1;0.52;
4914;43.9915;0.7923;RCP4.5;H1;0.51;
4915;43.9928;0.8919;RCP4.5;H1;0.5;
4916;43.9941;0.9915;RCP4.5;H1;0.5;
4917;43.9953;1.0911;RCP4.5;H1;0.47;
4918;43.9964;1.1908;RCP4.5;H1;0.47;
4919;43.9974;1.2904;RCP4.5;H1;0.48;
4920;43.9983;1.39;RCP4.5;H1;0.5;
4921;43.9991;1.4896;RCP4.5;H1;0.52;
4922;43.9999;1.5893;RCP4.5;H1;0.54;
4923;44.0005;1.6889;RCP4.5;H1;0.55;
4924;44.0011;1.7885;RCP4.5;H1;0.57;
4925;44.0015;1.8882;RCP4.5;H1;0.61;
4926;44.0019;1.9878;RCP4.5;H1;0.62;
4927;44.0022;2.0875;RCP4.5;H1;0.64;
4928;44.0023;2.1871;RCP4.5;H1;0.63;
4929;44.0024;2.2867;RCP4.5;H1;0.57;
4930;44.0024;2.3864;RCP4.5;H1;0.56;
4931;44.0023;2.486;RCP4.5;H1;0.56;
4932;44.0022;2.5857;RCP4.5;H1;0.52;
4933;44.0019;2.6853;RCP4.5;H1;0.51;
4934;44.0015;2.785;RCP4.5;H1;0.55;
4935;44.0011;2.8846;RCP4.5;H1;0.58;
4936;44.0005;2.9842;RCP4.5;H1;0.59;
4937;43.9999;3.0839;RCP4.5;H1;0.67;
4938;43.9991;3.1835;RCP4.5;H1;0.73;
4939;43.9983;3.2831;RCP4.5;H1;0.67;
4940;43.9974;3.3827;RCP4.5;H1;0.63;
4941;43.9964;3.4824;RCP4.5;H1;0.7;
4942;43.9953;3.582;RCP4.5;H1;0.65;
4943;43.9941;3.6816;RCP4.5;H1;0.64;
4944;43.9929;3.7812;RCP4.5;H1;0.69;
4945;43.9915;3.8808;RCP4.5;H1;0.66;
4946;43.99;3.9804;RCP4.5;H1;0.58;
4947;43.9885;4.08;RCP4.5;H1;0.66;
4948;43.9868;4.1796;RCP4.5;H1;0.56;
4949;43.9851;4.2792;RCP4.5;H1;0.6;
4950;43.9833;4.3788;RCP4.5;H1;0.58;
4951;43.9814;4.4783;RCP4.5;H1;0.43;
4952;43.9794;4.5779;RCP4.5;H1;0.45;
4953;43.9773;4.6775;RCP4.5;H1;0.48;
4954;43.9751;4.777;RCP4.5;H1;0.47;
4955;43.9728;4.8766;RCP4.5;H1;0.47;
4956;43.9704;4.9761;RCP4.5;H1;0.41;
4957;43.968;5.0756;RCP4.5;H1;0.43;
4958;43.9654;5.1751;RCP4.5;H1;0.46;
4959;43.9628;5.2746;RCP4.5;H1;0.49;
4960;43.9601;5.3741;RCP4.5;H1;0.5;
4961;43.9572;5.4736;RCP4.5;H1;0.54;
4962;43.9543;5.5731;RCP4.5;H1;0.55;
4963;43.9513;5.6726;RCP4.5;H1;0.59;
4964;43.9482;5.772;RCP4.5;H1;0.58;
4965;43.945;5.8715;RCP4.5;H1;0.51;
4966;43.9418;5.9709;RCP4.5;H1;0.44;
4967;43.9384;6.0703;RCP4.5;H1;0.55;
4968;43.9349;6.1697;RCP4.5;H1;0.51;
4969;43.9314;6.2691;RCP4.5;H1;0.57;
4970;43.9277;6.3685;RCP4.5;H1;0.56;
4971;43.924;6.4679;RCP4.5;H1;0.64;
4972;43.9202;6.5673;RCP4.5;H1;0.62;
4973;43.9163;6.6666;RCP4.5;H1;0.62;
4974;43.9123;6.7659;RCP4.5;H1;0.6;
4975;43.9082;6.8653;RCP4.5;H1;0.58;
4976;43.904;6.9646;RCP4.5;H1;0.6;
4977;43.8997;7.0639;RCP4.5;H1;0.59;
4978;43.8953;7.1631;RCP4.5;H1;0.58;
4979;43.8909;7.2624;RCP4.5;H1;0.58;
4980;43.8863;7.3616;RCP4.5;H1;0.6;
4981;43.8817;7.4609;RCP4.5;H1;0.57;
4982;43.877;7.5601;RCP4.5;H1;0.57;
5036;44.0136;-1.3024;RCP4.5;H1;0.7;
5037;44.0168;-1.2028;RCP4.5;H1;0.72;
5038;44.02;-1.1032;RCP4.5;H1;0.71;
5039;44.0231;-1.0037;RCP4.5;H1;0.74;
5040;44.0261;-0.9041;RCP4.5;H1;0.75;
5041;44.0291;-0.8045;RCP4.5;H1;0.71;
5042;44.0319;-0.7049;RCP4.5;H1;0.63;
5043;44.0346;-0.6052;RCP4.5;H1;0.66;
5044;44.0373;-0.5056;RCP4.5;H1;0.63;
5045;44.0398;-0.406;RCP4.5;H1;0.61;
5046;44.0423;-0.3063;RCP4.5;H1;0.6;
5047;44.0447;-0.2066;RCP4.5;H1;0.6;
5048;44.047;-0.107;RCP4.5;H1;0.63;
5049;44.0491;-0.0073;RCP4.5;H1;0.62;
5050;44.0512;0.0924;RCP4.5;H1;0.58;
5051;44.0533;0.1921;RCP4.5;H1;0.6;
5052;44.0552;0.2918;RCP4.5;H1;0.52;
5053;44.057;0.3915;RCP4.5;H1;0.52;
5054;44.0587;0.4912;RCP4.5;H1;0.54;
5055;44.0604;0.5909;RCP4.5;H1;0.56;
5056;44.0619;0.6906;RCP4.5;H1;0.51;
5057;44.0634;0.7904;RCP4.5;H1;0.5;
5058;44.0648;0.8901;RCP4.5;H1;0.48;
5059;44.066;0.9898;RCP4.5;H1;0.47;
5060;44.0672;1.0896;RCP4.5;H1;0.45;
5061;44.0683;1.1893;RCP4.5;H1;0.47;
5062;44.0693;1.2891;RCP4.5;H1;0.48;
5063;44.0702;1.3888;RCP4.5;H1;0.5;
5064;44.0711;1.4886;RCP4.5;H1;0.53;
5065;44.0718;1.5883;RCP4.5;H1;0.51;
5066;44.0724;1.6881;RCP4.5;H1;0.57;
5067;44.073;1.7878;RCP4.5;H1;0.58;
5068;44.0734;1.8876;RCP4.5;H1;0.59;
5069;44.0738;1.9874;RCP4.5;H1;0.57;
5070;44.0741;2.0871;RCP4.5;H1;0.57;
5071;44.0743;2.1869;RCP4.5;H1;0.58;
5072;44.0744;2.2867;RCP4.5;H1;0.55;
5073;44.0744;2.3865;RCP4.5;H1;0.55;
5074;44.0743;2.4862;RCP4.5;H1;0.53;
5075;44.0741;2.586;RCP4.5;H1;0.56;
5076;44.0738;2.6858;RCP4.5;H1;0.57;
5077;44.0734;2.7855;RCP4.5;H1;0.57;
5078;44.073;2.8853;RCP4.5;H1;0.52;
5079;44.0724;2.985;RCP4.5;H1;0.58;
5080;44.0718;3.0848;RCP4.5;H1;0.64;
5081;44.0711;3.1846;RCP4.5;H1;0.69;
5082;44.0702;3.2843;RCP4.5;H1;0.67;
5083;44.0693;3.3841;RCP4.5;H1;0.7;
5084;44.0683;3.4838;RCP4.5;H1;0.69;
5085;44.0672;3.5836;RCP4.5;H1;0.66;
5086;44.0661;3.6833;RCP4.5;H1;0.67;
5087;44.0648;3.783;RCP4.5;H1;0.67;
5088;44.0634;3.8828;RCP4.5;H1;0.65;
5089;44.0619;3.9825;RCP4.5;H1;0.64;
5090;44.0604;4.0822;RCP4.5;H1;0.59;
5091;44.0588;4.1819;RCP4.5;H1;0.61;
5092;44.057;4.2817;RCP4.5;H1;0.56;
5093;44.0552;4.3814;RCP4.5;H1;0.56;
5094;44.0533;4.4811;RCP4.5;H1;0.52;
5095;44.0513;4.5807;RCP4.5;H1;0.44;
5096;44.0492;4.6804;RCP4.5;H1;0.52;
5097;44.047;4.7801;RCP4.5;H1;0.49;
5098;44.0447;4.8798;RCP4.5;H1;0.47;
5099;44.0423;4.9794;RCP4.5;H1;0.42;
5100;44.0399;5.0791;RCP4.5;H1;0.51;
5101;44.0373;5.1787;RCP4.5;H1;0.55;
5102;44.0347;5.2784;RCP4.5;H1;0.55;
5103;44.0319;5.378;RCP4.5;H1;0.61;
5104;44.0291;5.4776;RCP4.5;H1;0.67;
5105;44.0262;5.5772;RCP4.5;H1;0.58;
5106;44.0232;5.6768;RCP4.5;H1;0.58;
5107;44.0201;5.7764;RCP4.5;H1;0.59;
5108;44.0169;5.876;RCP4.5;H1;0.57;
5109;44.0136;5.9755;RCP4.5;H1;0.53;
5110;44.0102;6.0751;RCP4.5;H1;0.57;
5111;44.0068;6.1746;RCP4.5;H1;0.55;
5112;44.0032;6.2741;RCP4.5;H1;0.58;
5113;43.9996;6.3736;RCP4.5;H1;0.61;
5114;43.9958;6.4731;RCP4.5;H1;0.63;
5115;43.992;6.5726;RCP4.5;H1;0.63;
5116;43.9881;6.6721;RCP4.5;H1;0.6;
5117;43.9841;6.7716;RCP4.5;H1;0.53;
5118;43.98;6.871;RCP4.5;H1;0.58;
5119;43.9758;6.9704;RCP4.5;H1;0.58;
5120;43.9715;7.0698;RCP4.5;H1;0.61;
5121;43.9671;7.1692;RCP4.5;H1;0.54;
5122;43.9627;7.2686;RCP4.5;H1;0.6;
5123;43.9581;7.368;RCP4.5;H1;0.61;
5124;43.9535;7.4673;RCP4.5;H1;0.62;
5125;43.9487;7.5667;RCP4.5;H1;0.57;
5126;43.9439;7.666;RCP4.5;H1;0.55;
5179;44.0854;-1.307;RCP4.5;H1;0.6;
5180;44.0887;-1.2073;RCP4.5;H1;0.62;
5181;44.0919;-1.1076;RCP4.5;H1;0.69;
5182;44.095;-1.0079;RCP4.5;H1;0.73;
5183;44.098;-0.9082;RCP4.5;H1;0.72;
5184;44.1009;-0.8085;RCP4.5;H1;0.73;
5185;44.1038;-0.7087;RCP4.5;H1;0.74;
5186;44.1065;-0.609;RCP4.5;H1;0.69;
5187;44.1092;-0.5092;RCP4.5;H1;0.64;
5188;44.1117;-0.4094;RCP4.5;H1;0.64;
5189;44.1142;-0.3097;RCP4.5;H1;0.68;
5190;44.1166;-0.2099;RCP4.5;H1;0.67;
5191;44.1188;-0.1101;RCP4.5;H1;0.64;
5192;44.121;-0.0103;RCP4.5;H1;0.63;
5193;44.1231;0.0895;RCP4.5;H1;0.58;
5194;44.1252;0.1894;RCP4.5;H1;0.59;
5195;44.1271;0.2892;RCP4.5;H1;0.52;
5196;44.1289;0.389;RCP4.5;H1;0.53;
5197;44.1306;0.4888;RCP4.5;H1;0.55;
5198;44.1323;0.5887;RCP4.5;H1;0.53;
5199;44.1338;0.6885;RCP4.5;H1;0.49;
5200;44.1353;0.7884;RCP4.5;H1;0.51;
5201;44.1367;0.8882;RCP4.5;H1;0.52;
5202;44.138;0.9881;RCP4.5;H1;0.53;
5203;44.1391;1.088;RCP4.5;H1;0.5;
5204;44.1402;1.1879;RCP4.5;H1;0.5;
5205;44.1412;1.2877;RCP4.5;H1;0.53;
5206;44.1422;1.3876;RCP4.5;H1;0.54;
5207;44.143;1.4875;RCP4.5;H1;0.53;
5208;44.1437;1.5874;RCP4.5;H1;0.52;
5209;44.1444;1.6873;RCP4.5;H1;0.59;
5210;44.1449;1.7872;RCP4.5;H1;0.58;
5211;44.1454;1.887;RCP4.5;H1;0.56;
5212;44.1457;1.9869;RCP4.5;H1;0.54;
5213;44.146;2.0868;RCP4.5;H1;0.54;
5214;44.1462;2.1867;RCP4.5;H1;0.58;
5215;44.1463;2.2866;RCP4.5;H1;0.55;
5216;44.1463;2.3865;RCP4.5;H1;0.54;
5217;44.1462;2.4864;RCP4.5;H1;0.54;
5218;44.146;2.5863;RCP4.5;H1;0.62;
5219;44.1457;2.6862;RCP4.5;H1;0.66;
5220;44.1454;2.7861;RCP4.5;H1;0.7;
5221;44.1449;2.886;RCP4.5;H1;0.63;
5222;44.1444;2.9859;RCP4.5;H1;0.56;
5223;44.1437;3.0858;RCP4.5;H1;0.61;
5224;44.143;3.1856;RCP4.5;H1;0.63;
5225;44.1422;3.2855;RCP4.5;H1;0.7;
5226;44.1413;3.3854;RCP4.5;H1;0.74;
5227;44.1403;3.4853;RCP4.5;H1;0.63;
5228;44.1392;3.5852;RCP4.5;H1;0.62;
5229;44.138;3.685;RCP4.5;H1;0.67;
5230;44.1367;3.7849;RCP4.5;H1;0.66;
5231;44.1353;3.8847;RCP4.5;H1;0.64;
5232;44.1339;3.9846;RCP4.5;H1;0.64;
5233;44.1323;4.0844;RCP4.5;H1;0.55;
5234;44.1307;4.1843;RCP4.5;H1;0.57;
5235;44.1289;4.2841;RCP4.5;H1;0.53;
5236;44.1271;4.384;RCP4.5;H1;0.54;
5237;44.1252;4.4838;RCP4.5;H1;0.52;
5238;44.1232;4.5836;RCP4.5;H1;0.6;
5239;44.1211;4.6834;RCP4.5;H1;0.54;
5240;44.1189;4.7832;RCP4.5;H1;0.43;
5241;44.1166;4.883;RCP4.5;H1;0.48;
5242;44.1142;4.9828;RCP4.5;H1;0.52;
5243;44.1117;5.0826;RCP4.5;H1;0.59;
5244;44.1092;5.1823;RCP4.5;H1;0.62;
5245;44.1065;5.2821;RCP4.5;H1;0.61;
5246;44.1038;5.3818;RCP4.5;H1;0.64;
5247;44.101;5.4816;RCP4.5;H1;0.69;
5248;44.098;5.5813;RCP4.5;H1;0.66;
5249;44.095;5.681;RCP4.5;H1;0.62;
5250;44.0919;5.7807;RCP4.5;H1;0.63;
5251;44.0887;5.8804;RCP4.5;H1;0.59;
5252;44.0854;5.9801;RCP4.5;H1;0.53;
5253;44.0821;6.0798;RCP4.5;H1;0.54;
5254;44.0786;6.1795;RCP4.5;H1;0.58;
5255;44.075;6.2791;RCP4.5;H1;0.57;
5256;44.0714;6.3788;RCP4.5;H1;0.62;
5257;44.0676;6.4784;RCP4.5;H1;0.61;
5258;44.0638;6.578;RCP4.5;H1;0.63;
5259;44.0599;6.6776;RCP4.5;H1;0.68;
5260;44.0559;6.7772;RCP4.5;H1;0.64;
5261;44.0518;6.8767;RCP4.5;H1;0.6;
5262;44.0476;6.9763;RCP4.5;H1;0.65;
5263;44.0433;7.0758;RCP4.5;H1;0.64;
5264;44.0389;7.1754;RCP4.5;H1;0.62;
5265;44.0344;7.2749;RCP4.5;H1;0.62;
5266;44.0299;7.3744;RCP4.5;H1;0.66;
5267;44.0252;7.4739;RCP4.5;H1;0.67;
5268;44.0205;7.5733;RCP4.5;H1;0.62;
5269;44.0156;7.6728;RCP4.5;H1;0.65;
5322;44.1573;-1.3116;RCP4.5;H1;0.63;
5323;44.1606;-1.2118;RCP4.5;H1;0.67;
5324;44.1638;-1.112;RCP4.5;H1;0.74;
5325;44.1669;-1.0122;RCP4.5;H1;0.74;
5326;44.1699;-0.9123;RCP4.5;H1;0.74;
5327;44.1728;-0.8125;RCP4.5;H1;0.74;
5328;44.1756;-0.7126;RCP4.5;H1;0.75;
5329;44.1784;-0.6127;RCP4.5;H1;0.7;
5330;44.181;-0.5128;RCP4.5;H1;0.7;
5331;44.1836;-0.4129;RCP4.5;H1;0.68;
5332;44.1861;-0.313;RCP4.5;H1;0.69;
5333;44.1885;-0.2131;RCP4.5;H1;0.71;
5334;44.1907;-0.1132;RCP4.5;H1;0.6;
5335;44.1929;-0.0133;RCP4.5;H1;0.61;
5336;44.195;0.0867;RCP4.5;H1;0.6;
5337;44.1971;0.1866;RCP4.5;H1;0.59;
5338;44.199;0.2866;RCP4.5;H1;0.53;
5339;44.2008;0.3865;RCP4.5;H1;0.53;
5340;44.2025;0.4865;RCP4.5;H1;0.51;
5341;44.2042;0.5865;RCP4.5;H1;0.52;
5342;44.2058;0.6864;RCP4.5;H1;0.54;
5343;44.2072;0.7864;RCP4.5;H1;0.55;
5344;44.2086;0.8864;RCP4.5;H1;0.57;
5345;44.2099;0.9864;RCP4.5;H1;0.53;
5346;44.2111;1.0864;RCP4.5;H1;0.53;
5347;44.2122;1.1864;RCP4.5;H1;0.53;
5348;44.2132;1.2864;RCP4.5;H1;0.54;
5349;44.2141;1.3864;RCP4.5;H1;0.55;
5350;44.2149;1.4864;RCP4.5;H1;0.56;
5351;44.2156;1.5864;RCP4.5;H1;0.54;
5352;44.2163;1.6864;RCP4.5;H1;0.6;
5353;44.2168;1.7865;RCP4.5;H1;0.57;
5354;44.2173;1.8865;RCP4.5;H1;0.59;
5355;44.2177;1.9865;RCP4.5;H1;0.55;
5356;44.2179;2.0865;RCP4.5;H1;0.55;
5357;44.2181;2.1865;RCP4.5;H1;0.52;
5358;44.2182;2.2866;RCP4.5;H1;0.52;
5359;44.2182;2.3866;RCP4.5;H1;0.54;
5360;44.2181;2.4866;RCP4.5;H1;0.55;
5361;44.2179;2.5866;RCP4.5;H1;0.6;
5362;44.2177;2.6866;RCP4.5;H1;0.65;
5363;44.2173;2.7867;RCP4.5;H1;0.7;
5364;44.2168;2.8867;RCP4.5;H1;0.67;
5365;44.2163;2.9867;RCP4.5;H1;0.59;
5366;44.2157;3.0867;RCP4.5;H1;0.56;
5367;44.2149;3.1867;RCP4.5;H1;0.59;
5368;44.2141;3.2867;RCP4.5;H1;0.64;
5369;44.2132;3.3867;RCP4.5;H1;0.68;
5370;44.2122;3.4867;RCP4.5;H1;0.67;
5371;44.2111;3.5867;RCP4.5;H1;0.63;
5372;44.2099;3.6867;RCP4.5;H1;0.68;
5373;44.2086;3.7867;RCP4.5;H1;0.66;
5374;44.2072;3.8867;RCP4.5;H1;0.67;
5375;44.2058;3.9867;RCP4.5;H1;0.65;
5376;44.2042;4.0867;RCP4.5;H1;0.66;
5377;44.2026;4.1866;RCP4.5;H1;0.55;
5378;44.2008;4.2866;RCP4.5;H1;0.52;
5379;44.199;4.3866;RCP4.5;H1;0.52;
5380;44.1971;4.4865;RCP4.5;H1;0.49;
5381;44.1951;4.5865;RCP4.5;H1;0.57;
5382;44.193;4.6864;RCP4.5;H1;0.48;
5383;44.1908;4.7863;RCP4.5;H1;0.47;
5384;44.1885;4.8862;RCP4.5;H1;0.56;
5385;44.1861;4.9862;RCP4.5;H1;0.59;
5386;44.1836;5.0861;RCP4.5;H1;0.53;
5387;44.1811;5.186;RCP4.5;H1;0.58;
5388;44.1784;5.2858;RCP4.5;H1;0.65;
5389;44.1757;5.3857;RCP4.5;H1;0.62;
5390;44.1728;5.4856;RCP4.5;H1;0.65;
5391;44.1699;5.5854;RCP4.5;H1;0.63;
5392;44.1669;5.6853;RCP4.5;H1;0.61;
